B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,GEO_ID,NAME
2845,290,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,111,75,0,12,0,12,19,28,20,32,35,55,75,57,491,192,85,57,164,72,389,104,294,123,695,135,350,103,72,56,35,28,1400000US08045951701,"Census Tract 9517.01, Garfield County, Colorado"
2343,235,23,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,59,0,12,123,131,47,45,17,20,9,15,23,27,485,145,184,85,159,87,282,93,126,66,454,147,195,81,79,55,44,45,1400000US08045951702,"Census Tract 9517.02, Garfield County, Colorado"
2662,314,55,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,58,0,12,0,12,94,43,51,67,0,12,19,27,437,138,65,56,124,65,272,96,235,121,715,165,365,114,141,69,51,43,1400000US08045951802,"Census Tract 9518.02, Garfield County, Colorado"
4310,436,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,149,135,23,44,0,17,148,116,209,137,9,20,125,126,666,211,56,58,219,131,587,208,151,97,1378,287,297,183,174,115,119,151,1400000US08045951803,"Census Tract 9518.03, Garfield County, Colorado"
3485,346,13,16,0,12,0,12,0,12,16,27,0,12,10,22,0,12,27,39,15,25,165,111,46,54,92,68,21,31,9,14,474,133,57,48,222,147,515,176,231,102,1106,229,294,125,172,73,0,12,1400000US08045951804,"Census Tract 9518.04, Garfield County, Colorado"
3153,307,45,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,4,8,64,55,12,14,28,37,57,46,55,34,824,156,224,133,190,66,670,162,504,120,344,122,107,70,19,23,0,12,1400000US08045951901,"Census Tract 9519.01, Garfield County, Colorado"
4652,356,27,32,0,17,0,17,0,17,0,17,0,17,0,17,22,41,22,40,0,17,23,45,40,47,90,100,0,17,120,83,1188,324,247,123,441,183,565,157,451,190,998,240,313,143,32,32,73,59,1400000US08045951902,"Census Tract 9519.02, Garfield County, Colorado"
3328,335,53,44,0,17,0,17,0,17,0,17,0,17,15,25,0,17,132,154,37,58,218,130,124,64,97,87,38,40,109,78,919,209,221,122,177,108,464,139,388,143,230,130,90,67,8,13,8,13,1400000US08045952001,"Census Tract 9520.01, Garfield County, Colorado"
5546,372,44,53,0,17,0,17,0,17,0,17,0,17,0,17,4,9,39,51,0,17,228,138,77,93,86,75,70,59,66,62,1508,267,421,132,335,148,969,308,675,205,698,225,222,103,70,58,34,40,1400000US08045952002,"Census Tract 9520.02, Garfield County, Colorado"
4430,360,25,25,0,17,0,17,0,17,0,17,6,13,5,10,0,17,7,16,57,63,151,118,138,89,58,43,33,29,48,46,1334,330,233,95,335,121,470,148,501,162,682,181,220,103,103,81,24,37,1400000US08045952100,"Census Tract 9521, Garfield County, Colorado"
4923,258,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,26,22,27,8,9,0,17,14,20,17,22,776,217,279,127,286,110,1117,307,441,157,1284,218,526,189,44,40,94,60,1400000US08047013800,"Census Tract 138, Gilpin County, Colorado"
2415,294,64,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,5,3,5,12,20,40,35,26,27,23,19,5,9,840,220,145,63,250,114,353,110,166,74,320,109,100,56,67,56,0,12,1400000US08049000100,"Census Tract 1, Grand County, Colorado"
4331,483,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,41,76,0,17,9,17,13,22,55,82,62,72,869,309,20,25,218,131,908,243,433,174,1188,319,333,166,182,130,0,17,1400000US08049000201,"Census Tract 2.01, Grand County, Colorado"
4835,456,40,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,3,5,0,17,32,22,100,63,15,21,35,41,50,52,815,268,411,163,157,77,674,253,297,113,1603,343,432,167,87,68,84,107,1400000US08049000202,"Census Tract 2.02, Grand County, Colorado"
3061,254,8,13,0,12,0,12,0,12,0,12,9,18,0,12,0,12,14,23,0,12,44,43,0,12,23,35,0,12,14,20,514,162,54,37,109,58,481,150,182,86,1042,174,298,101,224,121,45,37,1400000US08051963600,"Census Tract 9636, Gunnison County, Colorado"
3392,252,13,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,30,0,17,0,17,0,17,0,17,0,17,21,29,402,158,189,127,155,109,469,162,199,96,1301,248,484,145,79,105,60,49,1400000US08051963700,"Census Tract 9637, Gunnison County, Colorado"
3288,289,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,62,0,12,4,6,0,12,310,141,0,12,160,91,483,137,173,91,1469,247,510,114,102,53,36,36,1400000US08051963800,"Census Tract 9638, Gunnison County, Colorado"
860,171,22,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,3,0,12,31,37,1,3,11,11,184,92,34,20,56,22,141,51,69,40,214,63,70,31,8,11,17,18,1400000US08051963900,"Census Tract 9639, Gunnison County, Colorado"
703,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,7,10,11,10,19,11,3,4,133,43,27,17,8,7,134,34,36,19,218,40,73,31,21,13,9,10,1400000US08053973100,"Census Tract 9731, Hinsdale County, Colorado"
2354,137,32,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,18,9,14,62,56,45,33,23,32,67,54,27,34,579,157,109,60,292,105,411,132,260,128,294,108,101,89,10,15,19,31,1400000US08055960600,"Census Tract 9606, Huerfano County, Colorado"
2862,185,9,12,0,12,0,12,13,19,0,12,0,12,0,12,0,12,10,16,0,12,0,12,4,8,38,33,15,17,28,27,808,192,50,35,190,74,740,155,278,97,477,111,112,46,59,41,31,21,1400000US08055960900,"Census Tract 9609, Huerfano County, Colorado"
974,110,6,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,22,20,10,11,14,27,29,33,7,10,27,30,258,70,16,16,100,36,215,65,67,29,168,62,13,14,11,15,3,6,1400000US08057955600,"Census Tract 9556, Jackson County, Colorado"
2978,189,6,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,0,12,14,21,23,27,315,112,52,43,97,51,314,110,233,89,1018,164,595,126,166,66,143,74,1400000US08059009806,"Census Tract 98.06, Jefferson County, Colorado"
1334,85,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,6,9,0,12,17,27,0,12,27,26,226,62,17,15,70,34,162,54,70,39,377,67,227,62,45,25,85,42,1400000US08059009807,"Census Tract 98.07, Jefferson County, Colorado"
4418,265,14,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,31,35,0,17,0,17,17,28,32,35,353,126,82,52,264,94,539,184,338,114,1596,267,859,199,72,57,221,99,1400000US08059009808,"Census Tract 98.08, Jefferson County, Colorado"
3612,171,17,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,16,464,126,23,22,312,98,657,188,267,81,1201,159,533,111,51,37,72,52,1400000US08059009815,"Census Tract 98.15, Jefferson County, Colorado"
3559,226,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,26,8,12,37,33,0,12,73,40,556,172,76,37,265,116,759,169,215,89,1038,156,384,115,81,48,42,42,1400000US08059009823,"Census Tract 98.23, Jefferson County, Colorado"
3284,203,10,15,0,12,0,12,30,42,0,12,0,12,0,12,0,12,0,12,0,12,14,22,9,14,57,42,18,22,17,21,590,106,85,46,145,58,495,134,302,100,1027,167,342,82,53,35,90,69,1400000US08059009824,"Census Tract 98.24, Jefferson County, Colorado"
4234,313,70,60,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,37,44,64,18,31,0,17,110,81,921,255,161,77,163,78,554,184,371,142,1156,243,558,172,39,38,45,44,1400000US08059009827,"Census Tract 98.27, Jefferson County, Colorado"
4148,273,43,43,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,54,64,13,21,812,239,186,114,253,96,693,218,397,171,1114,240,509,167,60,53,14,23,1400000US08059009828,"Census Tract 98.28, Jefferson County, Colorado"
1309,59,14,14,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,12,15,17,17,197,88,36,22,47,25,149,47,123,35,410,80,252,73,15,16,21,18,1400000US08059009829,"Census Tract 98.29, Jefferson County, Colorado"
1701,101,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,22,52,34,344,78,21,18,202,63,262,61,163,50,393,80,205,58,13,14,21,16,1400000US08059009830,"Census Tract 98.30, Jefferson County, Colorado"
1753,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,57,23,33,92,68,64,42,189,83,50,58,94,64,326,112,229,106,542,164,90,76,17,24,0,12,1400000US08059009831,"Census Tract 98.31, Jefferson County, Colorado"
1909,127,13,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,9,11,0,12,6,9,31,35,38,28,521,130,122,42,186,57,353,91,133,43,345,79,110,48,13,14,16,14,1400000US08059009832,"Census Tract 98.32, Jefferson County, Colorado"
3862,270,31,38,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1,4,15,23,20,31,33,29,141,75,438,143,117,65,294,140,715,214,443,183,1171,239,371,127,32,41,40,38,1400000US08059009833,"Census Tract 98.33, Jefferson County, Colorado"
3307,227,17,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,18,21,20,23,39,46,770,195,130,58,295,94,701,181,264,88,710,131,303,89,26,23,0,12,1400000US08059009834,"Census Tract 98.34, Jefferson County, Colorado"
2691,142,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,16,17,13,20,0,12,337,87,71,85,259,108,427,103,217,80,837,183,386,97,70,44,39,32,1400000US08059009835,"Census Tract 98.35, Jefferson County, Colorado"
2895,109,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,23,0,12,17,18,26,41,38,30,475,112,70,41,221,86,361,113,228,73,1026,150,311,98,56,44,35,27,1400000US08059009836,"Census Tract 98.36, Jefferson County, Colorado"
4496,238,55,61,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,34,0,17,0,17,472,155,119,79,304,150,647,243,225,121,1680,295,762,192,160,71,48,40,1400000US08059009837,"Census Tract 98.37, Jefferson County, Colorado"
3442,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,40,55,0,12,0,12,0,12,0,12,75,83,437,154,46,58,109,49,297,88,235,73,1174,168,681,141,206,72,129,69,1400000US08059009838,"Census Tract 98.38, Jefferson County, Colorado"
1621,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,11,11,10,11,6,9,274,61,39,52,200,61,196,52,117,40,536,95,204,63,13,15,8,11,1400000US08059009839,"Census Tract 98.39, Jefferson County, Colorado"
2747,195,12,19,0,12,0,12,0,12,0,12,14,24,7,10,0,12,0,12,0,12,23,31,0,12,26,23,22,22,56,39,668,165,30,23,164,62,387,105,218,105,687,147,301,113,35,26,97,58,1400000US08059009840,"Census Tract 98.40, Jefferson County, Colorado"
1722,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,35,21,0,12,14,13,310,82,47,26,62,30,355,108,174,46,483,72,177,56,31,19,28,26,1400000US08059009841,"Census Tract 98.41, Jefferson County, Colorado"
2376,109,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,85,0,12,0,12,24,38,9,14,0,12,0,12,294,92,18,19,120,47,235,102,192,74,777,156,524,106,73,46,45,33,1400000US08059009842,"Census Tract 98.42, Jefferson County, Colorado"
5676,248,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,25,46,51,55,55,70,50,690,213,68,53,213,106,516,165,330,114,2198,334,1085,287,222,84,167,74,1400000US08059009843,"Census Tract 98.43, Jefferson County, Colorado"
3287,158,39,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,9,14,0,12,100,66,38,33,115,66,296,98,113,50,1303,195,774,144,313,98,179,79,1400000US08059009845,"Census Tract 98.45, Jefferson County, Colorado"
3484,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,49,261,98,30,30,63,36,291,99,147,64,1379,203,840,156,328,98,110,70,1400000US08059009846,"Census Tract 98.46, Jefferson County, Colorado"
2422,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,16,7,11,159,75,10,18,83,60,467,139,207,89,809,154,450,101,140,54,76,56,1400000US08059009847,"Census Tract 98.47, Jefferson County, Colorado"
1860,182,15,18,0,12,7,10,0,12,0,12,10,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,18,115,62,0,12,99,54,286,97,79,51,742,147,322,86,126,65,42,37,1400000US08059009848,"Census Tract 98.48, Jefferson County, Colorado"
3501,323,0,17,0,17,0,17,0,17,0,17,0,17,23,36,0,17,13,21,0,17,0,17,26,40,12,21,0,17,0,17,409,134,94,70,212,114,360,150,214,133,1034,241,808,170,105,59,191,89,1400000US08059009849,"Census Tract 98.49, Jefferson County, Colorado"
2072,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,127,63,10,16,67,42,273,82,95,59,796,119,426,88,138,56,140,65,1400000US08059009850,"Census Tract 98.50, Jefferson County, Colorado"
2842,159,61,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,49,0,12,7,12,8,12,6,12,58,55,0,12,390,124,71,43,114,46,415,111,150,72,923,137,482,111,94,52,27,29,1400000US08059009851,"Census Tract 98.51, Jefferson County, Colorado"
3096,201,14,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,17,5,10,9,13,39,33,6,9,802,163,80,52,250,84,348,99,304,98,682,169,404,124,72,44,66,44,1400000US08059009852,"Census Tract 98.52, Jefferson County, Colorado"
1631,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,25,40,33,26,205,111,35,36,82,48,159,65,117,55,502,107,344,85,45,30,78,43,1400000US08059009900,"Census Tract 99, Jefferson County, Colorado"
3270,272,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,30,30,42,0,17,41,44,74,82,40,37,157,93,15,29,511,122,331,164,182,116,378,152,193,84,810,162,368,103,51,36,73,44,1400000US08059010000,"Census Tract 100, Jefferson County, Colorado"
3510,360,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,55,88,0,17,0,17,21,33,34,13,70,63,75,90,687,215,212,127,316,132,415,150,160,103,1020,302,256,124,69,99,120,85,1400000US08059010100,"Census Tract 101, Jefferson County, Colorado"
1844,95,20,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,13,7,10,0,12,5,8,8,10,0,12,36,23,347,87,67,34,143,47,354,74,213,61,401,77,177,50,17,18,36,24,1400000US08059010205,"Census Tract 102.05, Jefferson County, Colorado"
2970,177,2,4,0,12,0,12,0,12,0,12,0,12,2,5,0,12,0,12,0,12,11,18,7,12,5,8,1,5,29,26,532,120,122,60,172,58,541,164,265,107,764,153,388,103,19,21,110,58,1400000US08059010206,"Census Tract 102.06, Jefferson County, Colorado"
4085,250,0,17,0,17,0,17,0,17,0,17,0,17,37,59,0,17,21,32,0,17,0,17,79,63,50,47,32,38,105,80,1020,261,267,132,265,126,515,177,575,187,724,173,331,134,34,39,30,34,1400000US08059010208,"Census Tract 102.08, Jefferson County, Colorado"
4874,339,7,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,22,0,17,17,24,50,50,61,45,123,118,126,74,1161,211,193,123,374,164,937,283,341,141,962,231,398,139,72,64,34,33,1400000US08059010209,"Census Tract 102.09, Jefferson County, Colorado"
2733,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,45,0,12,0,12,17,22,45,42,15,17,676,139,83,41,194,72,369,111,145,76,782,134,266,91,55,35,31,24,1400000US08059010210,"Census Tract 102.10, Jefferson County, Colorado"
2492,208,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,16,23,30,26,61,52,39,26,64,45,462,121,163,76,87,44,337,85,276,96,682,151,224,82,32,26,8,13,1400000US08059010211,"Census Tract 102.11, Jefferson County, Colorado"
3151,321,44,47,0,12,0,12,0,12,18,27,0,12,4,8,0,12,10,27,0,12,52,67,3,8,36,37,2,8,44,46,865,209,158,88,172,71,702,207,192,89,551,145,278,115,9,13,11,17,1400000US08059010212,"Census Tract 102.12, Jefferson County, Colorado"
3417,207,33,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,17,31,38,78,68,0,12,45,48,64,58,104,65,868,178,218,87,246,81,557,120,221,77,725,179,148,69,53,48,11,18,1400000US08059010213,"Census Tract 102.13, Jefferson County, Colorado"
4200,241,26,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,49,67,20,32,86,56,16,26,51,60,927,257,150,95,275,112,685,186,386,138,990,268,408,157,62,46,69,52,1400000US08059010303,"Census Tract 103.03, Jefferson County, Colorado"
2055,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,9,15,12,18,0,12,30,28,605,165,95,54,60,49,298,84,159,73,525,151,214,73,20,26,22,27,1400000US08059010304,"Census Tract 103.04, Jefferson County, Colorado"
2700,223,10,14,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,61,35,53,33,52,10,17,95,120,39,34,618,151,144,74,159,63,406,152,236,103,585,135,216,80,44,30,19,19,1400000US08059010305,"Census Tract 103.05, Jefferson County, Colorado"
2130,174,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,29,3,6,55,76,35,37,101,76,59,38,435,139,85,50,224,83,324,110,196,62,399,108,152,59,8,12,26,30,1400000US08059010306,"Census Tract 103.06, Jefferson County, Colorado"
3791,266,42,43,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,14,23,0,17,40,45,63,61,60,51,1095,257,136,90,441,148,646,279,286,140,661,183,260,141,16,27,17,27,1400000US08059010307,"Census Tract 103.07, Jefferson County, Colorado"
4336,218,0,17,11,18,0,17,0,17,0,17,0,17,0,17,0,17,12,35,0,17,51,46,0,17,7,12,96,83,61,64,987,294,163,90,227,122,636,169,619,210,985,237,324,134,82,61,75,67,1400000US08059010308,"Census Tract 103.08, Jefferson County, Colorado"
4008,327,33,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,31,27,34,38,36,71,51,132,85,998,259,118,75,214,80,563,175,564,200,904,204,220,90,78,72,24,31,1400000US08059010402,"Census Tract 104.02, Jefferson County, Colorado"
3784,275,51,52,0,17,0,17,0,17,0,17,0,17,0,17,41,64,58,82,0,17,0,17,63,66,140,117,29,31,79,50,832,256,202,84,264,125,699,235,464,186,626,211,193,89,43,34,0,17,1400000US08059010403,"Census Tract 104.03, Jefferson County, Colorado"
1934,154,0,12,0,12,0,12,21,35,0,12,0,12,0,12,7,11,0,12,22,35,17,20,33,38,41,38,79,60,47,25,291,90,104,61,98,60,235,86,130,56,525,112,256,90,22,20,6,10,1400000US08059010405,"Census Tract 104.05, Jefferson County, Colorado"
1974,215,6,9,0,12,0,12,0,12,0,12,0,12,0,12,17,27,155,104,20,31,18,24,199,110,12,15,38,35,65,54,627,157,89,45,58,29,174,74,98,53,210,79,162,78,26,30,0,12,1400000US08059010406,"Census Tract 104.06, Jefferson County, Colorado"
3999,235,18,39,0,17,0,17,0,17,0,17,13,22,0,17,0,17,0,17,4,9,0,17,0,17,68,53,132,112,107,84,812,190,63,59,193,94,731,180,185,88,1069,194,447,131,157,114,0,17,1400000US08059010502,"Census Tract 105.02, Jefferson County, Colorado"
3244,177,10,17,0,12,12,20,0,12,0,12,0,12,28,44,0,12,0,12,1,5,9,15,0,12,33,30,62,43,38,29,562,145,251,125,208,68,522,131,233,72,791,158,320,93,103,68,61,35,1400000US08059010503,"Census Tract 105.03, Jefferson County, Colorado"
2334,139,10,17,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,0,12,10,16,31,44,8,12,200,85,26,25,116,57,258,102,102,47,983,120,347,86,96,47,138,66,1400000US08059010504,"Census Tract 105.04, Jefferson County, Colorado"
2730,156,26,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,41,0,12,8,19,43,47,17,22,70,59,40,34,537,159,62,28,203,64,433,110,186,84,717,102,298,73,15,16,35,30,1400000US08059010603,"Census Tract 106.03, Jefferson County, Colorado"
1736,159,26,30,0,12,0,12,0,12,0,12,13,20,0,12,0,12,14,22,0,12,0,12,36,45,22,22,12,17,36,30,392,124,160,79,134,49,192,80,172,83,353,111,104,49,48,36,22,23,1400000US08059010604,"Census Tract 106.04, Jefferson County, Colorado"
3428,238,0,12,0,12,0,12,0,12,0,12,4,10,0,12,16,25,0,12,0,12,17,32,5,11,16,20,67,56,88,54,870,248,122,73,224,91,527,170,180,88,786,178,355,102,91,66,60,48,1400000US08059010701,"Census Tract 107.01, Jefferson County, Colorado"
3959,345,100,86,0,17,0,17,0,17,0,17,13,26,0,17,0,17,37,46,92,133,16,22,10,16,0,17,58,45,108,112,612,211,371,269,178,132,711,225,184,123,845,250,598,216,26,44,0,17,1400000US08059010702,"Census Tract 107.02, Jefferson County, Colorado"
2040,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,27,0,12,0,12,255,104,64,33,106,56,230,79,106,58,681,170,334,108,74,43,167,117,1400000US08059010801,"Census Tract 108.01, Jefferson County, Colorado"
4020,314,81,86,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,27,22,35,67,51,1,2,155,90,872,274,232,104,231,113,584,212,276,128,860,232,569,181,52,64,0,17,1400000US08059010901,"Census Tract 109.01, Jefferson County, Colorado"
1659,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,27,43,50,85,84,8,12,441,139,128,49,129,83,189,89,234,89,242,94,111,62,19,23,7,11,1400000US08059010902,"Census Tract 109.02, Jefferson County, Colorado"
4383,327,100,103,0,17,0,17,0,17,8,19,8,18,0,17,0,17,17,27,50,78,84,81,54,49,144,130,57,50,70,67,794,213,266,122,264,129,1014,272,170,80,840,197,258,133,52,43,133,84,1400000US08059011000,"Census Tract 110, Jefferson County, Colorado"
4712,508,52,57,0,17,0,17,0,17,0,17,0,17,0,17,51,82,178,181,0,17,7,15,81,68,38,41,76,66,171,99,1053,244,138,115,252,109,726,192,330,196,861,235,533,166,122,85,43,52,1400000US08059011100,"Census Tract 111, Jefferson County, Colorado"
3134,138,56,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,26,0,12,0,12,9,13,0,12,0,12,7,12,545,177,96,68,231,81,436,113,211,81,1027,154,421,100,42,29,34,29,1400000US08059011202,"Census Tract 112.02, Jefferson County, Colorado"
2605,310,18,22,0,12,0,12,0,12,0,12,0,12,0,12,10,15,17,20,21,25,19,23,16,18,32,35,0,12,35,38,469,149,140,66,176,105,363,142,203,77,747,160,293,120,24,27,22,23,1400000US08059011300,"Census Tract 113, Jefferson County, Colorado"
1850,233,37,59,0,12,20,28,0,12,0,12,4,9,0,12,0,12,49,48,0,12,25,27,39,50,55,50,25,29,88,125,211,104,190,104,140,107,336,119,200,103,319,122,71,42,17,25,24,27,1400000US08059011401,"Census Tract 114.01, Jefferson County, Colorado"
3338,249,31,28,0,12,0,12,0,12,0,12,0,12,15,15,0,12,9,18,13,22,75,65,153,94,62,43,90,63,159,161,611,154,246,112,165,59,618,189,202,81,672,138,170,73,0,12,47,35,1400000US08059011402,"Census Tract 114.02, Jefferson County, Colorado"
4821,395,31,38,0,17,0,17,0,17,0,17,16,39,0,17,0,17,60,89,55,88,24,31,82,99,100,98,405,254,137,127,863,254,238,176,302,139,891,299,333,138,1032,253,208,103,30,33,14,23,1400000US08059011550,"Census Tract 115.50, Jefferson County, Colorado"
2742,239,8,14,0,12,0,12,0,12,4,9,4,10,3,9,0,12,165,118,9,13,39,32,90,102,28,28,71,60,76,80,697,224,157,94,114,56,454,136,164,68,524,134,88,44,39,39,8,12,1400000US08059011601,"Census Tract 116.01, Jefferson County, Colorado"
2881,228,59,45,14,21,8,12,0,12,0,12,24,31,0,12,0,12,83,79,9,14,13,21,172,108,82,82,87,68,54,32,739,199,102,60,186,78,423,120,102,44,454,101,169,105,72,51,29,23,1400000US08059011602,"Census Tract 116.02, Jefferson County, Colorado"
3470,200,57,59,0,12,10,15,0,12,0,12,0,12,0,12,10,17,18,28,7,12,15,22,6,11,39,38,55,71,10,17,819,149,73,42,218,91,480,134,239,91,905,175,368,128,58,38,83,51,1400000US08059011701,"Census Tract 117.01, Jefferson County, Colorado"
4151,315,44,54,19,29,0,17,0,17,0,17,0,17,0,17,0,17,9,15,20,42,23,30,0,17,25,26,96,90,68,71,1009,225,177,109,409,166,709,218,198,103,1108,242,197,94,15,24,25,29,1400000US08059011702,"Census Tract 117.02, Jefferson County, Colorado"
3033,120,32,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,6,12,59,47,26,25,50,36,630,135,162,85,202,82,374,115,236,78,834,151,376,115,29,25,6,10,1400000US08059011708,"Census Tract 117.08, Jefferson County, Colorado"
2678,185,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,67,0,12,9,15,38,33,82,70,18,23,68,59,691,149,74,47,201,69,453,148,300,92,390,103,242,94,37,32,25,29,1400000US08059011709,"Census Tract 117.09, Jefferson County, Colorado"
2904,202,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,25,39,0,12,70,46,516,120,48,46,231,98,402,176,395,123,854,167,235,101,48,35,50,40,1400000US08059011710,"Census Tract 117.10, Jefferson County, Colorado"
3042,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,20,24,0,12,0,12,36,36,37,32,591,170,87,55,185,58,517,138,284,92,878,152,306,64,30,25,55,38,1400000US08059011711,"Census Tract 117.11, Jefferson County, Colorado"
3122,162,15,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,5,9,8,12,22,25,8,13,449,122,133,91,219,82,457,142,293,99,1018,207,425,117,22,26,43,36,1400000US08059011712,"Census Tract 117.12, Jefferson County, Colorado"
3640,167,0,12,0,12,0,12,0,12,0,12,0,12,20,32,0,12,0,12,0,12,0,12,11,17,58,65,36,40,89,60,432,176,81,64,145,67,349,138,136,78,1194,217,720,165,182,89,187,115,1400000US08059011720,"Census Tract 117.20, Jefferson County, Colorado"
