B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,GEO_ID,NAME
3858,152,14,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,27,41,0,17,0,17,0,17,0,17,0,17,17,27,326,101,30,26,202,85,545,118,180,71,1068,172,1202,168,160,65,87,56,1400000US08041003702,"Census Tract 37.02, El Paso County, Colorado"
4095,221,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,9,18,277,129,36,36,130,79,430,149,323,132,1895,249,712,168,185,90,84,63,1400000US08041003705,"Census Tract 37.05, El Paso County, Colorado"
3244,176,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,43,57,8,14,0,12,28,27,20,24,247,92,52,58,288,103,413,115,312,86,1051,154,624,140,94,45,44,32,1400000US08041003706,"Census Tract 37.06, El Paso County, Colorado"
2859,159,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,18,22,0,12,6,10,370,109,67,43,170,61,372,91,306,92,854,148,498,98,130,61,57,40,1400000US08041003707,"Census Tract 37.07, El Paso County, Colorado"
2182,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,0,12,0,12,205,93,68,69,125,68,262,89,109,49,715,156,543,130,87,49,57,41,1400000US08041003708,"Census Tract 37.08, El Paso County, Colorado"
4541,289,15,25,0,17,0,17,0,17,0,17,0,17,17,26,0,17,0,17,0,17,23,36,44,53,0,17,24,38,31,27,433,164,169,162,181,78,610,190,399,148,1479,251,811,167,116,76,189,77,1400000US08041003709,"Census Tract 37.09, El Paso County, Colorado"
1098,120,5,7,0,12,0,12,0,12,0,12,0,12,7,11,0,12,11,17,0,12,0,12,0,12,0,12,0,12,5,9,160,72,14,14,25,19,221,80,189,57,265,66,164,57,6,9,26,20,1400000US08041003801,"Census Tract 38.01, El Paso County, Colorado"
77,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,56,0,12,0,12,0,12,0,12,0,12,1400000US08041003802,"Census Tract 38.02, El Paso County, Colorado"
8837,459,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,25,40,39,61,22,36,22,33,25,39,912,245,77,86,619,154,1303,251,1290,356,2804,485,1510,294,78,72,111,82,1400000US08041003902,"Census Tract 39.02, El Paso County, Colorado"
2968,246,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,34,10,18,0,12,434,168,48,40,294,99,587,150,307,105,920,216,300,95,10,16,26,28,1400000US08041003905,"Census Tract 39.05, El Paso County, Colorado"
4223,258,27,31,0,17,0,17,0,17,0,17,0,17,0,17,0,17,31,53,0,17,0,17,0,17,0,17,0,17,106,70,506,174,75,38,310,122,620,215,339,116,1080,188,874,164,134,104,121,67,1400000US08041003906,"Census Tract 39.06, El Paso County, Colorado"
4286,284,54,40,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1,3,0,17,5,6,30,38,10,11,144,72,89,42,949,184,138,65,233,66,701,143,454,96,1031,182,402,125,17,16,28,25,1400000US08041003909,"Census Tract 39.09, El Paso County, Colorado"
1335,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,103,62,6,10,74,50,287,107,288,95,325,94,216,70,19,11,10,11,1400000US08041004008,"Census Tract 40.08, El Paso County, Colorado"
987,118,16,14,12,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,42,14,14,63,46,31,26,7,11,204,67,75,38,86,39,196,60,109,48,107,46,29,18,0,12,0,12,1400000US08041004009,"Census Tract 40.09, El Paso County, Colorado"
3312,288,17,27,0,17,0,17,0,17,0,17,0,17,0,17,10,17,0,17,0,17,15,23,4,8,40,35,12,20,21,21,948,230,255,90,330,101,651,167,550,122,217,80,178,74,0,17,64,51,1400000US08041004100,"Census Tract 41, El Paso County, Colorado"
2553,191,47,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,0,12,0,12,0,12,5,11,8,14,34,32,748,157,141,67,278,78,522,152,248,83,369,98,114,75,0,12,24,25,1400000US08041004200,"Census Tract 42, El Paso County, Colorado"
4332,372,40,59,0,17,0,17,0,17,0,17,0,17,0,17,1,3,0,17,20,30,39,42,40,47,29,46,132,83,99,82,1016,318,130,86,630,283,561,191,470,164,701,195,365,145,24,35,35,50,1400000US08041004300,"Census Tract 43, El Paso County, Colorado"
3857,385,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,42,0,17,0,17,0,17,51,56,34,52,65,84,784,228,144,97,235,128,1120,262,627,196,574,170,167,86,31,35,0,17,1400000US08041004401,"Census Tract 44.01, El Paso County, Colorado"
913,215,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4,6,139,69,25,26,131,56,363,112,93,69,134,63,20,13,4,7,0,17,1400000US08041004402,"Census Tract 44.02, El Paso County, Colorado"
430,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,0,12,9,9,103,41,15,20,18,23,157,78,42,29,71,41,11,19,0,12,0,12,1400000US08041004403,"Census Tract 44.03, El Paso County, Colorado"
3421,288,80,74,0,17,0,17,39,60,0,17,0,17,0,17,0,17,104,71,0,17,47,60,82,49,86,84,233,150,9,16,853,266,346,130,256,84,648,178,227,88,267,121,127,64,17,20,0,17,1400000US08041004501,"Census Tract 45.01, El Paso County, Colorado"
4364,287,56,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,31,46,38,57,15,31,763,161,242,108,380,122,749,163,637,147,893,178,489,131,40,36,31,25,1400000US08041004502,"Census Tract 45.02, El Paso County, Colorado"
9626,500,43,71,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,56,68,23,39,110,95,1836,413,304,148,763,215,1954,521,2181,557,1536,348,682,273,51,69,87,84,1400000US08041004503,"Census Tract 45.03, El Paso County, Colorado"
3709,267,79,62,0,17,0,17,0,17,0,17,0,17,0,17,13,21,0,17,6,10,11,16,71,74,122,93,49,56,38,31,1056,222,240,69,332,115,716,209,567,147,321,113,88,42,0,17,0,17,1400000US08041004506,"Census Tract 45.06, El Paso County, Colorado"
2108,169,25,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,51,0,12,42,27,60,48,32,31,473,124,150,73,225,87,309,131,323,126,307,97,120,65,0,12,0,12,1400000US08041004507,"Census Tract 45.07, El Paso County, Colorado"
4409,463,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,31,70,72,39,52,249,152,41,77,1421,364,305,186,204,104,892,266,551,215,492,159,94,71,32,43,0,17,1400000US08041004508,"Census Tract 45.08, El Paso County, Colorado"
6671,589,67,76,0,19,0,19,0,19,0,19,0,19,0,19,21,35,30,48,67,106,0,19,0,19,0,19,0,19,42,40,1178,333,273,163,251,112,1762,292,938,237,1542,389,418,164,16,27,66,74,1400000US08041004510,"Census Tract 45.10, El Paso County, Colorado"
4641,393,59,51,0,17,0,17,0,17,0,17,0,17,5,8,0,17,13,25,3,5,74,97,21,33,50,50,107,89,41,35,1252,238,192,108,311,135,1167,265,673,209,468,139,169,92,23,30,13,23,1400000US08041004511,"Census Tract 45.11, El Paso County, Colorado"
2978,223,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,53,0,12,18,21,21,33,26,26,874,158,156,60,329,77,501,114,497,124,336,94,139,70,12,18,8,12,1400000US08041004601,"Census Tract 46.01, El Paso County, Colorado"
3125,244,31,22,0,12,0,12,0,12,0,12,9,15,0,12,0,12,27,25,0,12,35,26,46,29,45,23,44,25,60,49,750,137,168,80,278,94,580,108,459,85,425,92,147,56,5,6,16,13,1400000US08041004602,"Census Tract 46.02, El Paso County, Colorado"
4503,323,17,20,0,17,0,17,0,17,0,17,0,17,0,17,11,22,45,72,16,26,0,17,19,25,28,24,11,17,34,34,774,192,94,54,467,159,1010,222,618,174,957,257,352,105,41,35,9,15,1400000US08041004603,"Census Tract 46.03, El Paso County, Colorado"
3265,212,17,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,7,12,12,19,0,12,39,33,60,38,548,113,186,83,241,91,438,113,532,115,801,187,298,96,39,30,37,35,1400000US08041004701,"Census Tract 47.01, El Paso County, Colorado"
1371,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,15,16,15,12,14,10,11,174,76,18,15,106,43,267,85,218,54,302,68,217,63,9,11,10,12,1400000US08041004702,"Census Tract 47.02, El Paso County, Colorado"
3934,327,21,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,13,0,17,14,23,0,17,15,25,14,24,53,51,522,183,91,75,308,110,729,191,428,153,1170,278,509,165,18,28,34,40,1400000US08041004703,"Census Tract 47.03, El Paso County, Colorado"
5517,307,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,10,39,54,33,38,0,17,52,81,46,52,14,22,67,49,872,213,65,56,348,152,910,240,725,222,1721,323,557,181,62,43,0,17,1400000US08041004705,"Census Tract 47.05, El Paso County, Colorado"
3487,190,65,66,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,321,102,62,43,275,85,417,120,454,135,1241,153,558,140,62,37,32,25,1400000US08041004706,"Census Tract 47.06, El Paso County, Colorado"
3469,303,11,18,0,17,0,17,0,17,0,17,0,17,0,17,13,21,0,17,0,17,7,11,39,49,73,79,46,35,62,39,667,151,131,70,223,116,804,152,432,141,746,157,215,89,0,17,0,17,1400000US08041004800,"Census Tract 48, El Paso County, Colorado"
2362,219,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,47,0,12,9,14,0,12,39,39,521,169,214,96,174,74,438,130,266,78,446,122,190,88,8,12,24,28,1400000US08041004901,"Census Tract 49.01, El Paso County, Colorado"
3842,216,90,73,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,35,34,9,14,22,17,605,185,61,48,217,83,551,143,393,121,1164,228,490,122,102,65,103,50,1400000US08041004902,"Census Tract 49.02, El Paso County, Colorado"
3480,267,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,16,0,17,1,4,52,83,32,35,49,46,108,78,769,165,233,116,335,97,830,174,436,130,524,120,99,61,0,17,0,17,1400000US08041005000,"Census Tract 50, El Paso County, Colorado"
6635,392,61,60,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,28,70,78,20,33,112,72,930,259,215,95,503,179,898,191,777,212,1920,304,1021,263,22,34,70,58,1400000US08041005104,"Census Tract 51.04, El Paso County, Colorado"
4487,509,52,74,0,17,31,49,0,17,0,17,0,17,0,17,0,17,9,19,0,17,0,17,0,17,0,17,87,111,145,97,895,241,252,145,277,126,636,211,529,202,1199,274,288,126,19,28,68,64,1400000US08041005105,"Census Tract 51.05, El Paso County, Colorado"
6636,301,16,27,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,26,0,19,0,19,0,19,27,36,61,58,13,21,934,212,171,96,554,193,717,209,991,270,1848,293,1014,259,179,137,95,58,1400000US08041005106,"Census Tract 51.06, El Paso County, Colorado"
5718,264,90,108,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,21,24,38,937,220,103,67,537,167,850,205,840,216,1520,273,695,206,99,73,11,18,1400000US08041005107,"Census Tract 51.07, El Paso County, Colorado"
6169,339,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,22,95,80,903,254,172,123,377,187,1124,297,914,264,1944,290,609,197,0,17,24,38,1400000US08041005108,"Census Tract 51.08, El Paso County, Colorado"
5416,427,13,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,32,0,17,0,17,0,17,55,61,27,33,987,238,215,112,406,188,799,195,673,201,1498,218,583,169,32,49,108,74,1400000US08041005109,"Census Tract 51.09, El Paso County, Colorado"
2737,209,29,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,13,20,30,33,66,57,635,133,242,102,229,89,593,184,196,75,495,160,140,79,0,12,61,41,1400000US08041005110,"Census Tract 51.10, El Paso County, Colorado"
5008,335,81,93,0,17,0,17,0,17,0,17,0,17,0,17,0,17,57,80,0,17,0,17,0,17,13,23,0,17,97,58,739,192,100,68,386,156,786,217,841,205,1366,262,491,166,0,17,51,48,1400000US08041005111,"Census Tract 51.11, El Paso County, Colorado"
2872,416,49,56,0,12,0,12,41,46,0,12,0,12,0,12,19,30,214,133,26,25,0,12,0,12,61,43,112,106,47,60,806,354,154,88,219,109,397,120,314,134,300,116,79,80,24,22,10,17,1400000US08041005201,"Census Tract 52.01, El Paso County, Colorado"
1827,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,7,13,36,39,34,28,314,82,63,47,205,70,625,136,214,88,191,69,87,54,33,40,0,12,1400000US08041005202,"Census Tract 52.02, El Paso County, Colorado"
2878,272,101,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,58,22,25,23,25,63,53,15,16,86,69,71,55,638,192,137,68,231,94,527,138,365,116,420,141,119,71,4,7,2,6,1400000US08041005300,"Census Tract 53, El Paso County, Colorado"
3253,389,24,37,0,17,0,17,0,17,21,32,0,17,0,17,0,17,40,57,0,17,0,17,63,74,32,40,76,74,118,98,814,257,303,166,389,170,831,223,219,93,259,126,43,53,21,24,0,17,1400000US08041005400,"Census Tract 54, El Paso County, Colorado"
3330,201,15,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,10,17,12,17,0,12,20,25,29,31,34,30,552,116,68,39,177,69,533,124,396,119,1010,167,406,102,46,44,13,21,1400000US08041005501,"Census Tract 55.01, El Paso County, Colorado"
2884,228,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,42,0,12,0,12,0,12,0,12,43,69,93,67,54,42,733,193,113,70,219,88,644,178,347,119,430,135,178,102,0,12,0,12,1400000US08041005502,"Census Tract 55.02, El Paso County, Colorado"
3617,233,27,40,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,33,39,68,46,693,157,149,75,370,122,591,153,402,126,786,187,437,107,8,13,41,46,1400000US08041005601,"Census Tract 56.01, El Paso County, Colorado"
2399,170,12,20,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,21,23,0,12,0,12,0,12,92,56,462,118,129,64,175,71,481,139,216,78,552,122,210,82,35,28,4,8,1400000US08041005602,"Census Tract 56.02, El Paso County, Colorado"
4326,269,25,37,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,27,37,35,51,0,17,62,56,559,156,141,73,369,146,1025,248,593,161,815,197,558,191,54,63,63,51,1400000US08041005700,"Census Tract 57, El Paso County, Colorado"
2208,155,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,8,14,7,11,2,4,15,23,23,31,439,94,35,30,235,86,454,93,236,77,483,104,225,75,10,16,14,15,1400000US08041005800,"Census Tract 58, El Paso County, Colorado"
4919,314,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,36,60,68,1138,278,123,77,398,143,877,303,546,155,1038,222,594,177,92,63,30,33,1400000US08041005900,"Census Tract 59, El Paso County, Colorado"
4646,414,58,53,0,17,0,17,0,17,0,17,161,249,0,17,19,31,92,102,0,17,18,30,26,43,94,98,81,74,157,117,1361,270,365,235,330,173,934,256,282,122,494,164,92,61,10,17,72,88,1400000US08041006000,"Census Tract 60, El Paso County, Colorado"
2464,225,33,34,0,12,0,12,0,12,0,12,0,12,0,12,15,24,65,57,0,12,20,22,54,45,39,38,81,58,111,66,731,173,101,55,237,100,452,130,216,90,214,87,89,57,6,10,0,12,1400000US08041006100,"Census Tract 61, El Paso County, Colorado"
3152,276,61,39,0,17,0,17,0,17,42,53,0,17,0,17,0,17,133,89,0,17,41,45,83,66,53,55,135,88,115,77,665,187,189,81,304,110,549,137,319,97,340,110,99,72,24,34,0,17,1400000US08041006200,"Census Tract 62, El Paso County, Colorado"
3376,282,62,66,0,17,0,17,0,17,0,17,0,17,18,27,9,14,22,19,11,17,9,14,63,57,36,19,71,57,73,50,992,227,208,108,283,117,594,151,378,119,373,116,111,61,52,60,11,17,1400000US08041006301,"Census Tract 63.01, El Paso County, Colorado"
3521,404,11,22,0,17,0,17,0,17,0,17,74,110,0,17,0,17,0,17,0,17,60,82,142,103,0,17,61,57,78,100,803,235,44,52,140,88,673,245,716,328,544,236,175,155,0,17,0,17,1400000US08041006302,"Census Tract 63.02, El Paso County, Colorado"
4404,502,157,94,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,41,0,17,15,25,0,17,46,56,238,233,195,122,1431,375,242,119,234,100,602,187,576,205,483,197,106,64,36,39,19,36,1400000US08041006400,"Census Tract 64, El Paso County, Colorado"
2175,168,136,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,27,43,25,36,82,69,53,48,7,12,44,50,510,117,69,45,263,116,457,147,223,82,244,95,27,25,0,12,0,12,1400000US08041006501,"Census Tract 65.01, El Paso County, Colorado"
4659,346,24,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,192,108,0,17,18,30,28,51,202,237,30,44,124,141,887,278,161,104,628,200,973,249,549,183,648,202,157,128,0,17,38,62,1400000US08041006502,"Census Tract 65.02, El Paso County, Colorado"
1883,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,39,31,296,89,32,29,170,69,205,89,251,94,605,119,244,88,25,24,0,12,1400000US08041006600,"Census Tract 66, El Paso County, Colorado"
4683,304,37,43,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,31,0,17,19,30,72,87,0,17,646,226,141,88,297,153,569,176,502,166,1264,236,927,230,141,95,48,45,1400000US08041006700,"Census Tract 67, El Paso County, Colorado"
2845,224,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,59,70,47,30,32,575,249,80,53,205,82,434,124,272,82,772,170,302,83,19,21,31,25,1400000US08041006801,"Census Tract 68.01, El Paso County, Colorado"
2496,133,23,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,37,33,11,17,10,16,409,97,45,39,123,52,318,81,311,80,906,132,271,92,21,23,0,12,1400000US08041006802,"Census Tract 68.02, El Paso County, Colorado"
3298,203,48,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,31,0,17,0,17,13,20,0,17,0,17,0,17,184,78,55,41,203,80,537,144,391,123,1079,138,661,111,57,38,44,33,1400000US08041006901,"Census Tract 69.01, El Paso County, Colorado"
3036,160,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,21,0,17,0,17,9,13,0,17,386,116,86,58,132,57,388,108,352,113,1010,138,527,141,84,44,48,39,1400000US08041006902,"Census Tract 69.02, El Paso County, Colorado"
3146,185,41,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,21,24,293,104,35,41,147,59,296,93,332,94,1013,156,690,118,106,53,160,70,1400000US08041007000,"Census Tract 70, El Paso County, Colorado"
6216,366,19,28,0,19,0,19,0,19,0,19,0,19,0,19,20,30,0,19,0,19,23,37,0,19,0,19,0,19,54,52,642,216,102,73,295,136,683,189,617,180,2132,252,1371,272,108,72,150,91,1400000US08041007101,"Census Tract 71.01, El Paso County, Colorado"
6235,340,31,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,21,37,32,39,52,67,551,183,83,58,203,81,640,248,636,190,2058,336,1441,247,237,114,250,135,1400000US08041007102,"Census Tract 71.02, El Paso County, Colorado"
6895,311,22,34,0,19,0,19,0,19,0,19,0,19,0,19,0,19,27,43,0,19,25,40,17,26,14,22,0,19,0,19,726,250,73,57,230,109,945,276,534,222,2329,293,1299,229,388,147,266,101,1400000US08041007201,"Census Tract 72.01, El Paso County, Colorado"
6363,279,37,60,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,29,14,22,23,34,17,28,73,91,527,157,142,103,340,123,736,210,456,157,1901,333,1695,233,168,108,214,127,1400000US08041007202,"Census Tract 72.02, El Paso County, Colorado"
7317,440,30,37,0,19,0,19,0,19,0,19,0,19,0,19,15,24,0,19,0,19,22,34,0,19,16,25,3,6,72,72,526,203,77,54,577,179,922,275,644,178,2290,349,1646,236,334,144,143,88,1400000US08041007300,"Census Tract 73, El Paso County, Colorado"
5990,299,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,55,52,18,28,411,151,42,40,331,129,711,175,305,127,2272,293,1299,208,332,122,214,106,1400000US08041007400,"Census Tract 74, El Paso County, Colorado"
5923,356,28,32,0,17,0,17,0,17,0,17,27,45,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,132,102,412,131,116,99,261,94,725,211,552,157,1981,295,1335,240,236,98,104,72,1400000US08041007500,"Census Tract 75, El Paso County, Colorado"
6145,351,0,17,20,32,0,17,0,17,0,17,0,17,0,17,20,31,0,17,0,17,0,17,11,19,61,69,110,104,47,44,787,233,285,191,296,97,1105,332,598,169,1787,334,795,172,143,126,80,80,1400000US08041007601,"Census Tract 76.01, El Paso County, Colorado"
2638,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,45,0,12,0,12,24,37,6,9,74,73,224,79,72,43,162,73,359,101,274,93,777,140,457,118,89,64,79,49,1400000US08041007602,"Census Tract 76.02, El Paso County, Colorado"
4485,389,22,35,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,31,39,41,18,32,21,34,794,322,151,93,226,121,796,231,576,186,900,184,721,202,104,63,99,75,1400000US08041007700,"Census Tract 77, El Paso County, Colorado"
2881,261,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,7,11,0,17,0,17,9,15,40,45,36,56,31,27,468,162,76,66,141,66,400,102,233,82,820,143,457,102,93,44,70,50,1400000US08041007800,"Census Tract 78, El Paso County, Colorado"
2286,148,2,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,22,0,12,0,12,10,16,166,67,17,19,137,63,316,76,238,106,729,121,395,102,187,120,72,41,1400000US08041007900,"Census Tract 79, El Paso County, Colorado"
2954,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,40,47,487,152,140,84,214,96,577,155,364,126,637,144,330,126,67,41,89,66,1400000US08041008000,"Census Tract 80, El Paso County, Colorado"
2624,271,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,28,29,33,32,32,25,784,152,126,78,262,100,417,137,309,110,325,94,253,112,26,26,15,25,1400000US08043978100,"Census Tract 9781, Fremont County, Colorado"
2691,199,24,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,16,55,43,28,34,37,36,39,47,669,184,247,108,316,103,358,113,323,111,418,125,144,71,20,23,0,12,1400000US08043978200,"Census Tract 9782, Fremont County, Colorado"
3727,264,4,7,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,63,62,49,50,128,126,86,69,12,22,721,223,246,108,324,127,697,229,410,140,514,170,388,183,73,51,12,16,1400000US08043978300,"Census Tract 9783, Fremont County, Colorado"
1885,221,5,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,11,13,24,24,32,26,63,54,4,6,395,87,342,119,179,81,252,71,179,57,201,54,139,52,40,27,15,18,1400000US08043978400,"Census Tract 9784, Fremont County, Colorado"
3961,293,8,11,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,36,47,25,32,78,67,84,67,13,21,958,216,149,75,396,147,926,228,405,179,633,199,190,95,36,44,24,37,1400000US08043978500,"Census Tract 9785, Fremont County, Colorado"
2447,220,25,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,75,71,0,12,0,12,8,13,28,27,75,72,544,164,154,76,248,89,461,147,305,137,356,113,147,75,8,14,13,19,1400000US08043978600,"Census Tract 9786, Fremont County, Colorado"
1747,152,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,61,0,12,29,31,53,68,39,46,272,89,141,74,119,69,344,101,139,58,287,102,262,103,11,18,0,12,1400000US08043978800,"Census Tract 9788, Fremont County, Colorado"
2852,263,13,22,7,13,0,12,0,12,0,12,0,12,0,12,0,12,6,11,32,50,57,51,21,33,19,22,17,16,58,45,679,146,141,104,388,124,386,121,301,84,409,123,231,85,71,63,16,19,1400000US08043979000,"Census Tract 9790, Fremont County, Colorado"
2306,223,2,3,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,20,19,3,5,4,5,37,26,45,30,564,124,120,60,203,85,377,98,396,99,363,95,146,54,23,25,2,3,1400000US08043979100,"Census Tract 9791, Fremont County, Colorado"
1381,102,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,14,21,25,14,14,245,69,85,43,80,35,276,71,180,72,251,78,149,53,40,33,22,18,1400000US08043979200,"Census Tract 9792, Fremont County, Colorado"
2484,313,45,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,17,16,33,23,72,45,12,11,13,8,649,120,245,87,270,109,513,144,225,81,223,56,101,58,31,43,34,38,1400000US08043979400,"Census Tract 9794, Fremont County, Colorado"
287,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,20,11,20,21,29,0,12,92,37,153,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08043980100,"Census Tract 9801, Fremont County, Colorado"
3073,712,0,12,0,12,0,12,0,12,0,12,33,65,0,12,0,12,0,12,38,74,0,12,78,77,359,238,71,98,0,12,530,239,1107,415,389,201,288,160,74,145,70,99,0,12,0,12,36,72,1400000US08043980200,"Census Tract 9802, Fremont County, Colorado"
5477,674,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,22,39,31,210,123,119,67,638,207,19,27,1351,283,2823,392,27,37,155,75,25,50,52,33,0,17,0,17,0,17,1400000US08043980300,"Census Tract 9803, Fremont County, Colorado"
2544,208,19,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,45,0,12,59,69,33,40,0,12,8,14,20,24,454,147,50,49,212,133,270,111,224,95,827,162,288,96,27,34,26,27,1400000US08045951600,"Census Tract 9516, Garfield County, Colorado"
