GEO_ID,NAME,B01003_001E,B01003_001M
1400000US08123000300,"Census Tract 3, Weld County, Colorado",2323,284
1400000US08123000401,"Census Tract 4.01, Weld County, Colorado",3560,348
1400000US08123000402,"Census Tract 4.02, Weld County, Colorado",3969,386
1400000US08123000501,"Census Tract 5.01, Weld County, Colorado",3534,383
1400000US08123000502,"Census Tract 5.02, Weld County, Colorado",3684,479
1400000US08123000600,"Census Tract 6, Weld County, Colorado",2268,319
1400000US08123000701,"Census Tract 7.01, Weld County, Colorado",1653,193
1400000US08123000703,"Census Tract 7.03, Weld County, Colorado",6713,540
1400000US08123000704,"Census Tract 7.04, Weld County, Colorado",1112,134
1400000US08123000705,"Census Tract 7.05, Weld County, Colorado",1663,172
1400000US08123000800,"Census Tract 8, Weld County, Colorado",3189,411
1400000US08123000900,"Census Tract 9, Weld County, Colorado",3575,357
1400000US08123001003,"Census Tract 10.03, Weld County, Colorado",4616,359
1400000US08123001004,"Census Tract 10.04, Weld County, Colorado",4292,390
1400000US08123001005,"Census Tract 10.05, Weld County, Colorado",7495,463
1400000US08123001006,"Census Tract 10.06, Weld County, Colorado",4892,327
1400000US08123001100,"Census Tract 11, Weld County, Colorado",4859,376
1400000US08123001201,"Census Tract 12.01, Weld County, Colorado",4419,330
1400000US08123001202,"Census Tract 12.02, Weld County, Colorado",2833,257
1400000US08123001300,"Census Tract 13, Weld County, Colorado",7162,883
1400000US08123001404,"Census Tract 14.04, Weld County, Colorado",3178,268
1400000US08123001405,"Census Tract 14.05, Weld County, Colorado",4782,331
1400000US08123001406,"Census Tract 14.06, Weld County, Colorado",6065,504
1400000US08123001407,"Census Tract 14.07, Weld County, Colorado",3506,207
1400000US08123001408,"Census Tract 14.08, Weld County, Colorado",1924,186
1400000US08123001409,"Census Tract 14.09, Weld County, Colorado",3522,304
1400000US08123001410,"Census Tract 14.10, Weld County, Colorado",3505,352
1400000US08123001411,"Census Tract 14.11, Weld County, Colorado",2615,256
1400000US08123001412,"Census Tract 14.12, Weld County, Colorado",3147,251
1400000US08123001413,"Census Tract 14.13, Weld County, Colorado",2716,351
1400000US08123001414,"Census Tract 14.14, Weld County, Colorado",2339,117
1400000US08123001415,"Census Tract 14.15, Weld County, Colorado",3638,281
1400000US08123001416,"Census Tract 14.16, Weld County, Colorado",2837,147
1400000US08123001417,"Census Tract 14.17, Weld County, Colorado",3000,198
1400000US08123001500,"Census Tract 15, Weld County, Colorado",7357,419
1400000US08123001600,"Census Tract 16, Weld County, Colorado",4552,310
1400000US08123001700,"Census Tract 17, Weld County, Colorado",5460,336
1400000US08123001800,"Census Tract 18, Weld County, Colorado",4678,429
1400000US08123001902,"Census Tract 19.02, Weld County, Colorado",8270,517
1400000US08123001905,"Census Tract 19.05, Weld County, Colorado",4655,309
1400000US08123001906,"Census Tract 19.06, Weld County, Colorado",1716,333
1400000US08123001907,"Census Tract 19.07, Weld County, Colorado",2965,320
1400000US08123001908,"Census Tract 19.08, Weld County, Colorado",2901,330
1400000US08123002004,"Census Tract 20.04, Weld County, Colorado",4528,128
1400000US08123002005,"Census Tract 20.05, Weld County, Colorado",1158,133
1400000US08123002006,"Census Tract 20.06, Weld County, Colorado",288,120
1400000US08123002007,"Census Tract 20.07, Weld County, Colorado",6611,244
1400000US08123002008,"Census Tract 20.08, Weld County, Colorado",5434,270
1400000US08123002009,"Census Tract 20.09, Weld County, Colorado",2859,237
1400000US08123002010,"Census Tract 20.10, Weld County, Colorado",2666,285
1400000US08123002011,"Census Tract 20.11, Weld County, Colorado",1605,245
1400000US08123002012,"Census Tract 20.12, Weld County, Colorado",1263,74
1400000US08123002013,"Census Tract 20.13, Weld County, Colorado",3255,197
1400000US08123002014,"Census Tract 20.14, Weld County, Colorado",2172,183
1400000US08123002015,"Census Tract 20.15, Weld County, Colorado",1308,93
1400000US08123002016,"Census Tract 20.16, Weld County, Colorado",3222,329
1400000US08123002017,"Census Tract 20.17, Weld County, Colorado",683,91
1400000US08123002018,"Census Tract 20.18, Weld County, Colorado",1856,158
1400000US08123002019,"Census Tract 20.19, Weld County, Colorado",5860,301
1400000US08123002020,"Census Tract 20.20, Weld County, Colorado",6041,315
1400000US08123002021,"Census Tract 20.21, Weld County, Colorado",738,156
1400000US08123002101,"Census Tract 21.01, Weld County, Colorado",10099,728
1400000US08123002102,"Census Tract 21.02, Weld County, Colorado",13140,203
1400000US08123002103,"Census Tract 21.03, Weld County, Colorado",10665,831
1400000US08123002203,"Census Tract 22.03, Weld County, Colorado",2861,261
1400000US08123002204,"Census Tract 22.04, Weld County, Colorado",1998,136
1400000US08123002205,"Census Tract 22.05, Weld County, Colorado",4954,250
1400000US08123002206,"Census Tract 22.06, Weld County, Colorado",3647,239
1400000US08123002207,"Census Tract 22.07, Weld County, Colorado",3530,206
1400000US08123002208,"Census Tract 22.08, Weld County, Colorado",6576,291
1400000US08123002209,"Census Tract 22.09, Weld County, Colorado",2622,205
1400000US08123002210,"Census Tract 22.10, Weld County, Colorado",1064,78
1400000US08123002300,"Census Tract 23, Weld County, Colorado",5586,425
1400000US08123002501,"Census Tract 25.01, Weld County, Colorado",5535,434
1400000US08123002502,"Census Tract 25.02, Weld County, Colorado",7732,665
1400000US08125963100,"Census Tract 9631, Yuma County, Colorado",4422,285
1400000US08125963200,"Census Tract 9632, Yuma County, Colorado",5581,285
