geoid,name,B01003001,"B01003001, Error"
14000US08083969200,"Census Tract 9692, Montezuma, CO",2719,333
14000US08083969400,"Census Tract 9694, Montezuma, CO",3726,327
14000US08083969600,"Census Tract 9696, Montezuma, CO",4444,629
14000US08085966100,"Census Tract 9661, Montrose, CO",2329,295
14000US08085966201,"Census Tract 9662.01, Montrose, CO",2513,382
14000US08085966202,"Census Tract 9662.02, Montrose, CO",4443,650
14000US08085966501,"Census Tract 9665.01, Montrose, CO",3064,398
14000US08085966502,"Census Tract 9665.02, Montrose, CO",4063,536
14000US08085966503,"Census Tract 9665.03, Montrose, CO",3566,549
14000US08085966601,"Census Tract 9666.01, Montrose, CO",5518,617
14000US08085966602,"Census Tract 9666.02, Montrose, CO",4443,431
14000US08087000100,"Census Tract 1, Morgan, CO",2849,279
14000US08087000200,"Census Tract 2, Morgan, CO",2877,354
14000US08087000300,"Census Tract 3, Morgan, CO",1954,332
14000US08087000400,"Census Tract 4, Morgan, CO",3941,557
14000US08087000500,"Census Tract 5, Morgan, CO",2823,488
14000US08087000600,"Census Tract 6, Morgan, CO",6556,779
14000US08087000700,"Census Tract 7, Morgan, CO",5994,286
14000US08087000800,"Census Tract 8, Morgan, CO",1623,220
14000US08089968000,"Census Tract 9680, Otero, CO",1520,219
14000US08089968100,"Census Tract 9681, Otero, CO",2420,346
14000US08089968200,"Census Tract 9682, Otero, CO",2751,363
14000US08089968300,"Census Tract 9683, Otero, CO",4154,400
14000US08089968400,"Census Tract 9684, Otero, CO",1255,234
14000US08089968500,"Census Tract 9685, Otero, CO",1691,189
14000US08089968600,"Census Tract 9686, Otero, CO",4493,333
14000US08093000200,"Census Tract 2, Park, CO",4185,519
14000US08093000300,"Census Tract 3, Park, CO",2926,467
14000US08093000400,"Census Tract 4, Park, CO",1078,247
14000US08093000500,"Census Tract 5, Park, CO",3129,545
14000US08095967600,"Census Tract 9676, Phillips, CO",3133,165
14000US08095967700,"Census Tract 9677, Phillips, CO",1210,165
14000US08097000402,"Census Tract 4.02, Pitkin, CO",2056,364
14000US08097000500,"Census Tract 5, Pitkin, CO",3194,601
14000US08099000100,"Census Tract 1, Prowers, CO",1386,185
14000US08099000200,"Census Tract 2, Prowers, CO",2406,282
14000US08099000300,"Census Tract 3, Prowers, CO",4725,324
14000US08099000600,"Census Tract 6, Prowers, CO",1327,170
14000US08099000700,"Census Tract 7, Prowers, CO",2191,219
14000US08101000100,"Census Tract 1, Pueblo, CO",2723,508
14000US08101000200,"Census Tract 2, Pueblo, CO",2025,390
14000US08101000300,"Census Tract 3, Pueblo, CO",2083,463
14000US08101000400,"Census Tract 4, Pueblo, CO",2526,357
14000US08101000500,"Census Tract 5, Pueblo, CO",2140,396
14000US08101000600,"Census Tract 6, Pueblo, CO",2033,469
14000US08101000800,"Census Tract 8, Pueblo, CO",3310,647
14000US08101000902,"Census Tract 9.02, Pueblo, CO",6032,776
14000US08101000903,"Census Tract 9.03, Pueblo, CO",435,192
14000US08101000904,"Census Tract 9.04, Pueblo, CO",4174,601
14000US08101000905,"Census Tract 9.05, Pueblo, CO",2051,328
14000US08101001000,"Census Tract 10, Pueblo, CO",4799,761
14000US08101001100,"Census Tract 11, Pueblo, CO",2318,431
14000US08101001200,"Census Tract 12, Pueblo, CO",2185,291
14000US08101001400,"Census Tract 14, Pueblo, CO",1551,249
14000US08101001500,"Census Tract 15, Pueblo, CO",2579,456
14000US08101001600,"Census Tract 16, Pueblo, CO",1701,216
14000US08101001700,"Census Tract 17, Pueblo, CO",4754,601
14000US08101001800,"Census Tract 18, Pueblo, CO",2382,420
14000US08101001900,"Census Tract 19, Pueblo, CO",1659,430
14000US08101002000,"Census Tract 20, Pueblo, CO",3519,482
14000US08101002100,"Census Tract 21, Pueblo, CO",1495,297
14000US08101002200,"Census Tract 22, Pueblo, CO",1524,257
14000US08101002300,"Census Tract 23, Pueblo, CO",4104,750
14000US08101002400,"Census Tract 24, Pueblo, CO",1994,367
14000US08101002500,"Census Tract 25, Pueblo, CO",2668,383
14000US08101002600,"Census Tract 26, Pueblo, CO",3959,714
14000US08101002700,"Census Tract 27, Pueblo, CO",5449,758
14000US08101002801,"Census Tract 28.01, Pueblo, CO",5123,569
14000US08101002802,"Census Tract 28.02, Pueblo, CO",3694,490
14000US08101002804,"Census Tract 28.04, Pueblo, CO",4518,582
14000US08101002806,"Census Tract 28.06, Pueblo, CO",3849,539
14000US08101002807,"Census Tract 28.07, Pueblo, CO",4941,842
14000US08101002808,"Census Tract 28.08, Pueblo, CO",3463,512
14000US08101002901,"Census Tract 29.01, Pueblo, CO",3176,427
14000US08101002906,"Census Tract 29.06, Pueblo, CO",4253,477
14000US08101002911,"Census Tract 29.11, Pueblo, CO",2827,422
14000US08101002912,"Census Tract 29.12, Pueblo, CO",2061,468
14000US08101002913,"Census Tract 29.13, Pueblo, CO",3067,288
14000US08101002914,"Census Tract 29.14, Pueblo, CO",3405,585
14000US08101002915,"Census Tract 29.15, Pueblo, CO",2759,407
14000US08101002916,"Census Tract 29.16, Pueblo, CO",2810,413
14000US08101002917,"Census Tract 29.17, Pueblo, CO",3210,395
14000US08101003001,"Census Tract 30.01, Pueblo, CO",1610,383
14000US08101003004,"Census Tract 30.04, Pueblo, CO",2769,327
14000US08101003103,"Census Tract 31.03, Pueblo, CO",1860,383
14000US08101003104,"Census Tract 31.04, Pueblo, CO",2138,216
14000US08101003105,"Census Tract 31.05, Pueblo, CO",3202,278
14000US08101003106,"Census Tract 31.06, Pueblo, CO",1540,445
14000US08101003200,"Census Tract 32, Pueblo, CO",3333,556
14000US08101003500,"Census Tract 35, Pueblo, CO",1783,398
14000US08101003600,"Census Tract 36, Pueblo, CO",2082,314
14000US08101980100,"Census Tract 9801, Pueblo, CO",0,12
14000US08103951100,"Census Tract 9511, Rio Blanco, CO",3893,275
14000US08103951200,"Census Tract 9512, Rio Blanco, CO",2476,275
14000US08105976700,"Census Tract 9767, Rio Grande, CO",4685,182
14000US08105976800,"Census Tract 9768, Rio Grande, CO",1693,188
14000US08107000100,"Census Tract 1, Routt, CO",1920,264
14000US08107000200,"Census Tract 2, Routt, CO",2570,388
14000US08107000300,"Census Tract 3, Routt, CO",2342,316
14000US08107000400,"Census Tract 4, Routt, CO",4021,495
14000US08107000500,"Census Tract 5, Routt, CO",4135,526
14000US08107000600,"Census Tract 6, Routt, CO",3044,444
14000US08107000800,"Census Tract 8, Routt, CO",2254,324
14000US08109977600,"Census Tract 9776, Saguache, CO",3426,281
14000US08109977700,"Census Tract 9777, Saguache, CO",3304,281
14000US08111972600,"Census Tract 9726, San Juan, CO",646,158
14000US08113968101,"Census Tract 9681.01, San Miguel, CO",2018,291
14000US08113968102,"Census Tract 9681.02, San Miguel, CO",1902,219
14000US08113968103,"Census Tract 9681.03, San Miguel, CO",2333,229
14000US08113968200,"Census Tract 9682, San Miguel, CO",1857,202
14000US08115968300,"Census Tract 9683, Sedgwick, CO",2306,0
14000US08119010104,"Census Tract 101.04, Teller, CO",2118,284
14000US08121924100,"Census Tract 9241, Washington, CO",2008,154
14000US08121924200,"Census Tract 9242, Washington, CO",2861,155
14000US08123000100,"Census Tract 1, Weld, CO",3008,899
14000US08123000200,"Census Tract 2, Weld, CO",3587,487
14000US08123000300,"Census Tract 3, Weld, CO",2288,292
14000US08123000401,"Census Tract 4.01, Weld, CO",3187,392
14000US08123000402,"Census Tract 4.02, Weld, CO",4304,716
14000US08123000501,"Census Tract 5.01, Weld, CO",3507,536
14000US08123000502,"Census Tract 5.02, Weld, CO",3694,512
14000US08123000600,"Census Tract 6, Weld, CO",2295,344
14000US08123000701,"Census Tract 7.01, Weld, CO",1917,478
14000US08123000703,"Census Tract 7.03, Weld, CO",6598,803
14000US08123000704,"Census Tract 7.04, Weld, CO",961,315
14000US08123000705,"Census Tract 7.05, Weld, CO",1877,343
14000US08123000800,"Census Tract 8, Weld, CO",3114,510
14000US08123000900,"Census Tract 9, Weld, CO",3503,610
14000US08123001003,"Census Tract 10.03, Weld, CO",4007,466
14000US08123001004,"Census Tract 10.04, Weld, CO",4067,542
14000US08123001005,"Census Tract 10.05, Weld, CO",8489,921
14000US08123001006,"Census Tract 10.06, Weld, CO",5149,626
14000US08123001100,"Census Tract 11, Weld, CO",5216,874
14000US08123001201,"Census Tract 12.01, Weld, CO",4837,765
14000US08123001202,"Census Tract 12.02, Weld, CO",2712,263
14000US08123001300,"Census Tract 13, Weld, CO",7625,1062
14000US08123001404,"Census Tract 14.04, Weld, CO",3666,538
14000US08123001405,"Census Tract 14.05, Weld, CO",5107,688
14000US08123001406,"Census Tract 14.06, Weld, CO",5602,642
14000US08123001407,"Census Tract 14.07, Weld, CO",4157,787
14000US08123001408,"Census Tract 14.08, Weld, CO",1829,234
14000US08123001409,"Census Tract 14.09, Weld, CO",3842,696
14000US08123001410,"Census Tract 14.10, Weld, CO",3128,374
14000US08123001411,"Census Tract 14.11, Weld, CO",2547,392
14000US08123001412,"Census Tract 14.12, Weld, CO",3370,447
14000US08123001413,"Census Tract 14.13, Weld, CO",2422,354
14000US08123001414,"Census Tract 14.14, Weld, CO",2540,462
14000US08123001415,"Census Tract 14.15, Weld, CO",3591,459
14000US08123001416,"Census Tract 14.16, Weld, CO",3381,636
14000US08123001417,"Census Tract 14.17, Weld, CO",3769,851
14000US08123001500,"Census Tract 15, Weld, CO",7593,543
14000US08123001600,"Census Tract 16, Weld, CO",4821,481
14000US08123001700,"Census Tract 17, Weld, CO",6963,776
14000US08123001800,"Census Tract 18, Weld, CO",5017,583
14000US08123001905,"Census Tract 19.05, Weld, CO",5262,475
14000US08123001906,"Census Tract 19.06, Weld, CO",1840,492
14000US08123002004,"Census Tract 20.04, Weld, CO",4972,287
14000US08123002005,"Census Tract 20.05, Weld, CO",1347,315
14000US08123002006,"Census Tract 20.06, Weld, CO",517,295
14000US08123002007,"Census Tract 20.07, Weld, CO",7253,498
14000US08123002008,"Census Tract 20.08, Weld, CO",5777,458
14000US08123002009,"Census Tract 20.09, Weld, CO",4268,502
14000US08123002010,"Census Tract 20.10, Weld, CO",2607,350
14000US08123002011,"Census Tract 20.11, Weld, CO",1592,289
14000US08123002012,"Census Tract 20.12, Weld, CO",868,71
14000US08123002013,"Census Tract 20.13, Weld, CO",3090,746
14000US08123002014,"Census Tract 20.14, Weld, CO",2128,371
14000US08123002015,"Census Tract 20.15, Weld, CO",992,144
14000US08123002016,"Census Tract 20.16, Weld, CO",2715,386
14000US08123002017,"Census Tract 20.17, Weld, CO",439,77
14000US08123002018,"Census Tract 20.18, Weld, CO",1486,215
14000US08123002019,"Census Tract 20.19, Weld, CO",5962,416
14000US08123002020,"Census Tract 20.20, Weld, CO",5112,422
14000US08123002021,"Census Tract 20.21, Weld, CO",807,200
14000US08123002101,"Census Tract 21.01, Weld, CO",10708,797
14000US08123002203,"Census Tract 22.03, Weld, CO",2614,353
14000US08123002204,"Census Tract 22.04, Weld, CO",1691,169
14000US08123002205,"Census Tract 22.05, Weld, CO",4325,404
14000US08123002206,"Census Tract 22.06, Weld, CO",2802,258
14000US08123002207,"Census Tract 22.07, Weld, CO",3460,505
14000US08123002208,"Census Tract 22.08, Weld, CO",7835,523
14000US08123002209,"Census Tract 22.09, Weld, CO",2668,301
14000US08123002210,"Census Tract 22.10, Weld, CO",1295,215
14000US08123002300,"Census Tract 23, Weld, CO",6214,667
14000US08123002501,"Census Tract 25.01, Weld, CO",6275,836
14000US08123002502,"Census Tract 25.02, Weld, CO",8651,894
14000US08125963100,"Census Tract 9631, Yuma, CO",4186,341
14000US08125963200,"Census Tract 9632, Yuma, CO",5827,341
