B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,GEO_ID,NAME
6964,689,4565,535,4504,534,16,39,0,17,0,17,9,16,0,17,36,47,0,17,36,47,2399,546,1417,557,0,17,0,17,0,17,0,17,967,510,15,26,0,17,15,26,1400000US08037000301,"Census Tract 3.01, Eagle County, Colorado"
2253,358,1701,288,1649,276,0,12,0,12,31,43,0,12,0,12,21,28,0,12,21,28,552,333,460,328,0,12,21,35,0,12,0,12,71,112,0,12,0,12,0,12,1400000US08037000302,"Census Tract 3.02, Eagle County, Colorado"
4387,687,2654,555,2570,529,0,12,0,12,84,142,0,12,0,12,0,12,0,12,0,12,1733,523,1048,438,0,12,0,12,0,12,0,12,685,478,0,12,0,12,0,12,1400000US08037000401,"Census Tract 4.01, Eagle County, Colorado"
4800,557,2874,380,2867,378,0,12,0,12,7,14,0,12,0,12,0,12,0,12,0,12,1926,557,1530,514,0,12,0,12,0,12,0,12,349,304,47,73,0,12,47,73,1400000US08037000402,"Census Tract 4.02, Eagle County, Colorado"
8857,564,6763,827,6756,829,7,14,0,17,0,17,0,17,0,17,0,17,0,17,0,17,2094,679,1562,629,27,45,0,17,0,17,0,17,363,395,142,143,64,96,78,108,1400000US08037000403,"Census Tract 4.03, Eagle County, Colorado"
462,184,406,151,406,151,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,73,12,20,0,12,0,12,0,12,0,12,34,54,10,18,10,18,0,12,1400000US08037000501,"Census Tract 5.01, Eagle County, Colorado"
4224,642,3345,700,2607,587,363,315,0,12,125,121,0,12,0,12,250,238,0,12,250,238,879,311,598,382,0,12,0,12,0,12,0,12,281,248,0,12,0,12,0,12,1400000US08037000502,"Census Tract 5.02, Eagle County, Colorado"
6539,15,3948,782,3385,724,199,276,70,110,61,97,25,39,0,17,208,266,0,17,208,266,2591,781,1935,636,0,17,0,17,0,17,0,17,656,466,0,17,0,17,0,17,1400000US08037000503,"Census Tract 5.03, Eagle County, Colorado"
1446,275,1119,260,1104,259,0,12,0,12,0,12,0,12,0,12,15,18,0,12,15,18,327,149,261,128,0,12,4,6,0,12,0,12,34,45,28,39,26,39,2,3,1400000US08037000600,"Census Tract 6, Eagle County, Colorado"
1693,336,1625,341,1614,339,0,12,0,12,0,12,0,12,0,12,11,17,0,12,11,17,68,73,68,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08037000701,"Census Tract 7.01, Eagle County, Colorado"
1453,232,1375,229,1338,220,0,12,0,12,34,34,0,12,0,12,3,6,0,12,3,6,78,61,68,59,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,1400000US08037000702,"Census Tract 7.02, Eagle County, Colorado"
2701,260,2491,258,2446,257,30,60,0,12,15,17,0,12,0,12,0,12,0,12,0,12,210,134,185,126,0,12,0,12,0,12,0,12,13,21,12,21,0,12,12,21,1400000US08037000703,"Census Tract 7.03, Eagle County, Colorado"
2227,214,2075,204,2015,211,19,31,13,17,0,12,0,12,0,12,28,28,0,12,28,28,152,89,150,89,0,12,0,12,0,12,0,12,2,4,0,12,0,12,0,12,1400000US08039961100,"Census Tract 9611, Elbert County, Colorado"
8121,370,7416,373,7104,401,55,65,49,47,120,84,0,17,0,17,88,88,0,17,88,88,705,164,496,168,0,17,84,82,39,62,0,17,45,44,41,42,21,33,20,29,1400000US08039961204,"Census Tract 9612.04, Elbert County, Colorado"
2057,179,1924,177,1658,196,0,12,11,19,2,5,0,12,3,5,250,112,0,12,250,112,133,85,109,80,0,12,8,8,0,12,0,12,4,6,12,17,7,11,5,7,1400000US08039961205,"Census Tract 9612.05, Elbert County, Colorado"
3735,202,3576,199,3473,188,0,12,7,11,29,44,0,12,0,12,67,60,16,26,51,55,159,95,138,101,0,12,0,12,10,17,11,18,0,12,0,12,0,12,0,12,1400000US08039961206,"Census Tract 9612.06, Elbert County, Colorado"
3930,256,3672,262,3637,262,19,29,0,12,4,7,0,12,0,12,12,16,0,12,12,16,258,119,135,82,0,12,0,12,0,12,0,12,85,82,38,39,27,34,11,16,1400000US08039961207,"Census Tract 9612.07, Elbert County, Colorado"
3465,234,3201,212,2907,230,0,12,60,58,55,60,10,17,15,24,154,75,0,12,154,75,264,126,168,96,0,12,0,12,0,12,0,12,88,104,8,15,0,12,8,15,1400000US08039961208,"Census Tract 9612.08, Elbert County, Colorado"
2182,180,2054,177,1970,163,9,17,19,20,0,12,0,12,0,12,56,45,0,12,56,45,128,47,102,48,8,16,0,12,0,12,0,12,13,20,5,11,5,11,0,12,1400000US08039961209,"Census Tract 9612.09, Elbert County, Colorado"
5892,439,4883,434,4251,421,240,107,4,8,67,71,0,17,48,81,273,205,0,17,273,205,1009,419,546,364,108,67,125,174,0,17,0,17,148,140,82,102,78,102,4,9,1400000US08041000101,"Census Tract 1.01, El Paso County, Colorado"
3387,194,2937,207,2709,195,108,79,20,30,0,12,0,12,0,12,100,68,10,15,90,66,450,107,335,127,0,12,0,12,0,12,0,12,93,54,22,27,22,27,0,12,1400000US08041000102,"Census Tract 1.02, El Paso County, Colorado"
4655,251,3913,232,3389,290,237,176,9,14,19,22,0,12,0,12,259,129,0,12,259,129,742,149,592,173,0,12,0,12,0,12,0,12,114,99,36,46,0,12,36,46,1400000US08041000202,"Census Tract 2.02, El Paso County, Colorado"
4318,300,3800,287,3397,293,164,123,4,8,78,81,0,12,0,12,157,108,16,24,141,104,518,163,467,165,0,12,0,12,0,12,0,12,24,27,27,48,19,34,8,14,1400000US08041000203,"Census Tract 2.03, El Paso County, Colorado"
3376,414,2249,276,2025,254,62,71,0,12,33,34,0,12,40,60,89,82,0,12,89,82,1127,364,656,332,0,12,0,12,0,12,0,12,370,291,101,96,48,72,53,81,1400000US08041000301,"Census Tract 3.01, El Paso County, Colorado"
5021,474,3839,445,2938,442,506,278,58,60,157,129,0,17,0,17,180,107,0,17,180,107,1182,401,913,398,0,17,7,13,0,17,0,17,121,109,141,92,12,17,129,90,1400000US08041000302,"Census Tract 3.02, El Paso County, Colorado"
2214,200,1907,187,1729,182,0,12,65,72,49,51,0,12,5,8,59,40,6,11,53,38,307,128,167,93,22,34,0,12,0,12,0,12,77,55,41,44,13,14,28,42,1400000US08041000400,"Census Tract 4, El Paso County, Colorado"
2100,190,2001,199,1701,200,166,139,0,12,6,10,0,12,17,27,111,82,0,12,111,82,99,71,90,70,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,1400000US08041000500,"Census Tract 5, El Paso County, Colorado"
3007,239,2647,297,2484,310,10,15,0,12,40,34,0,12,13,19,100,81,0,12,100,81,360,195,339,188,0,12,9,14,12,20,0,12,0,12,0,12,0,12,0,12,1400000US08041000600,"Census Tract 6, El Paso County, Colorado"
3413,295,2849,271,2367,304,260,143,0,12,50,41,0,12,13,20,159,86,16,25,143,86,564,232,341,233,78,70,40,30,0,12,0,12,34,30,71,67,67,66,4,6,1400000US08041000700,"Census Tract 7, El Paso County, Colorado"
2985,277,2528,314,2395,301,12,18,0,12,12,19,0,12,0,12,109,87,0,12,109,87,457,160,198,102,15,25,26,30,36,63,0,12,133,160,49,44,25,37,24,28,1400000US08041000800,"Census Tract 8, El Paso County, Colorado"
2399,272,2259,246,1960,234,51,52,2,4,83,124,0,12,0,12,163,169,0,12,163,169,140,111,128,112,0,12,0,12,0,12,0,12,12,21,0,12,0,12,0,12,1400000US08041000900,"Census Tract 9, El Paso County, Colorado"
2301,212,2156,209,2003,203,0,12,0,12,0,12,10,16,0,12,143,113,0,12,143,113,145,95,145,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08041001000,"Census Tract 10, El Paso County, Colorado"
1490,213,992,140,885,124,67,59,9,14,6,10,0,12,0,12,25,18,0,12,25,18,498,253,467,255,0,12,6,10,0,12,0,12,12,15,13,12,13,12,0,12,1400000US08041001101,"Census Tract 11.01, El Paso County, Colorado"
3161,216,2510,218,2285,258,175,168,0,12,26,31,17,20,0,12,7,12,0,12,7,12,651,200,406,179,12,18,59,58,0,12,0,12,61,69,113,82,48,57,65,61,1400000US08041001104,"Census Tract 11.04, El Paso County, Colorado"
2099,241,1722,221,1633,203,15,19,5,10,0,12,0,12,0,12,69,62,0,12,69,62,377,158,267,142,0,12,18,28,0,12,0,12,38,36,54,51,12,18,42,48,1400000US08041001301,"Census Tract 13.01, El Paso County, Colorado"
5399,316,4850,307,4305,342,97,83,125,144,70,73,0,17,0,17,253,162,0,17,253,162,549,233,444,168,0,17,0,17,0,17,0,17,42,46,63,100,0,17,63,100,1400000US08041001302,"Census Tract 13.02, El Paso County, Colorado"
3321,227,3004,218,2877,197,4,4,0,12,24,24,0,12,0,12,99,67,0,12,99,67,317,92,248,82,0,12,44,43,0,12,0,12,25,42,0,12,0,12,0,12,1400000US08041001400,"Census Tract 14, El Paso County, Colorado"
2145,345,1979,307,1786,275,83,111,11,25,0,12,0,12,0,12,99,74,0,12,99,74,166,130,158,124,8,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08041001500,"Census Tract 15, El Paso County, Colorado"
3359,345,3012,315,2601,290,92,54,7,17,151,63,0,12,0,12,161,60,0,12,161,60,347,143,213,82,0,12,0,12,0,12,14,19,113,105,7,10,0,12,7,10,1400000US08041001600,"Census Tract 16, El Paso County, Colorado"
1882,138,1730,125,1514,142,90,65,0,12,41,39,17,28,0,12,68,49,5,7,63,50,152,73,118,68,0,12,0,12,4,6,0,12,11,16,19,28,0,12,19,28,1400000US08041001700,"Census Tract 17, El Paso County, Colorado"
1952,170,1711,158,1650,160,17,40,0,12,5,7,3,5,0,12,36,26,4,6,32,26,241,115,198,99,0,12,0,12,0,12,0,12,43,61,0,12,0,12,0,12,1400000US08041001800,"Census Tract 18, El Paso County, Colorado"
4873,569,3399,423,2734,426,436,338,45,65,71,60,0,12,0,12,113,91,15,25,98,86,1474,553,463,187,164,179,42,67,0,12,0,12,662,498,143,138,10,20,133,136,1400000US08041001900,"Census Tract 19, El Paso County, Colorado"
6834,491,5396,496,4319,462,425,155,65,58,171,181,53,72,0,17,363,180,0,17,363,180,1438,383,515,238,146,190,198,218,0,17,0,17,432,264,147,160,36,42,111,156,1400000US08041002000,"Census Tract 20, El Paso County, Colorado"
3755,358,2977,298,2418,273,287,151,16,20,75,75,0,12,0,12,181,99,0,12,181,99,778,281,466,255,0,12,16,24,0,12,0,12,240,180,56,46,28,35,28,27,1400000US08041002101,"Census Tract 21.01, El Paso County, Colorado"
4776,512,2863,356,2189,342,274,111,8,15,130,116,0,12,0,12,262,138,42,55,220,126,1913,519,997,480,19,28,43,49,0,12,0,12,690,374,164,112,108,95,56,44,1400000US08041002102,"Census Tract 21.02, El Paso County, Colorado"
2942,290,2543,279,1989,301,405,236,28,45,0,12,8,14,0,12,113,87,0,12,113,87,399,155,280,138,12,19,46,58,0,12,0,12,36,34,25,29,25,29,0,12,1400000US08041002200,"Census Tract 22, El Paso County, Colorado"
1892,320,1633,308,1390,217,143,101,8,18,11,12,0,12,0,12,81,50,0,12,81,50,259,147,231,149,0,12,0,12,0,12,0,12,15,14,13,13,13,13,0,12,1400000US08041002300,"Census Tract 23, El Paso County, Colorado"
5329,394,4635,391,4193,392,45,47,11,17,232,236,4,8,0,17,150,98,0,17,150,98,694,146,531,185,0,17,0,17,0,17,0,17,97,66,66,65,54,52,12,18,1400000US08041002400,"Census Tract 24, El Paso County, Colorado"
3551,217,3382,200,3222,201,29,33,0,12,63,59,0,12,7,11,61,66,0,12,61,66,169,91,102,52,0,12,9,14,0,12,0,12,7,13,51,60,10,15,41,46,1400000US08041002501,"Census Tract 25.01, El Paso County, Colorado"
4435,354,3819,308,3409,321,82,56,0,12,131,104,0,12,0,12,197,112,0,12,197,112,616,246,554,243,0,12,41,62,0,12,0,12,8,16,13,21,0,12,13,21,1400000US08041002502,"Census Tract 25.02, El Paso County, Colorado"
3246,320,2548,304,2093,282,348,147,0,12,10,22,0,12,0,12,97,101,0,12,97,101,698,186,155,69,41,57,0,12,0,12,0,12,252,138,250,152,179,153,71,115,1400000US08041002700,"Census Tract 27, El Paso County, Colorado"
6593,571,4939,647,3494,591,985,417,22,26,297,266,0,17,0,17,141,108,0,17,141,108,1654,543,1036,446,123,106,17,28,0,17,0,17,317,171,161,150,54,63,107,104,1400000US08041002800,"Census Tract 28, El Paso County, Colorado"
5582,736,4306,715,3005,452,644,409,18,27,0,17,54,93,32,50,553,491,0,17,553,491,1276,363,903,320,38,62,15,24,0,17,75,93,235,280,10,16,10,16,0,17,1400000US08041002900,"Census Tract 29, El Paso County, Colorado"
3888,466,3266,431,2851,405,175,214,16,28,20,32,0,12,0,12,204,169,0,12,204,169,622,296,382,243,0,12,96,86,0,12,0,12,144,220,0,12,0,12,0,12,1400000US08041003000,"Census Tract 30, El Paso County, Colorado"
4351,328,4176,312,3866,326,7,10,0,12,179,124,13,20,0,12,111,73,0,12,111,73,175,99,151,96,0,12,0,12,0,12,0,12,8,13,16,24,16,24,0,12,1400000US08041003100,"Census Tract 31, El Paso County, Colorado"
5793,407,4626,394,3536,427,382,169,5,11,231,154,0,17,64,94,408,201,0,17,408,201,1167,313,1033,281,0,17,0,17,0,17,0,17,96,119,38,44,0,17,38,44,1400000US08041003303,"Census Tract 33.03, El Paso County, Colorado"
7402,503,6624,500,6062,556,193,164,0,17,242,143,0,17,20,32,107,90,0,17,107,90,778,479,362,221,0,17,351,465,0,17,0,17,65,52,0,17,0,17,0,17,1400000US08041003305,"Census Tract 33.05, El Paso County, Colorado"
3195,335,2822,309,2725,307,15,24,14,17,54,58,0,12,0,12,14,23,0,12,14,23,373,237,268,186,0,12,85,126,0,12,0,12,17,25,3,6,0,12,3,6,1400000US08041003306,"Census Tract 33.06, El Paso County, Colorado"
3450,371,2963,366,2567,386,43,34,0,12,165,69,14,24,10,16,164,119,0,12,164,119,487,220,419,216,0,12,0,12,0,12,0,12,27,42,41,50,11,17,30,47,1400000US08041003307,"Census Tract 33.07, El Paso County, Colorado"
6004,454,5170,459,3751,484,546,248,40,64,408,231,97,89,69,102,259,154,36,55,223,152,834,266,616,222,74,95,0,17,0,17,0,17,64,64,80,83,0,17,80,83,1400000US08041003308,"Census Tract 33.08, El Paso County, Colorado"
3381,253,3254,255,3112,255,9,19,5,8,30,27,0,12,0,12,98,96,0,12,98,96,127,92,96,89,0,12,0,12,0,12,0,12,23,22,8,16,0,12,8,16,1400000US08041003400,"Census Tract 34, El Paso County, Colorado"
7967,457,6803,464,6310,447,71,73,18,23,152,119,0,17,23,34,229,145,6,11,223,147,1164,432,684,294,92,129,61,68,5,9,0,17,296,369,26,32,8,12,18,30,1400000US08041003701,"Census Tract 37.01, El Paso County, Colorado"
5236,261,4775,313,4596,298,11,24,0,17,82,66,0,17,24,40,62,42,0,17,62,42,461,211,358,210,0,17,9,14,0,17,0,17,54,56,40,31,40,31,0,17,1400000US08041003702,"Census Tract 37.02, El Paso County, Colorado"
5953,314,5533,314,5042,317,47,50,82,121,139,82,0,17,0,17,223,168,0,17,223,168,420,127,420,127,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1400000US08041003705,"Census Tract 37.05, El Paso County, Colorado"
4572,248,4185,253,3968,244,80,57,0,12,57,44,0,12,10,15,70,73,0,12,70,73,387,85,318,73,0,12,8,13,0,12,0,12,0,12,61,53,0,12,61,53,1400000US08041003706,"Census Tract 37.06, El Paso County, Colorado"
3950,197,3651,208,3213,204,230,162,8,11,57,53,0,12,0,12,143,82,0,12,143,82,299,155,223,139,0,12,0,12,0,12,0,12,33,33,43,49,43,49,0,12,1400000US08041003707,"Census Tract 37.07, El Paso County, Colorado"
3001,232,2683,287,2250,285,82,81,0,12,274,196,0,12,0,12,77,70,0,12,77,70,318,164,256,149,0,12,0,12,0,12,0,12,21,32,41,44,27,30,14,20,1400000US08041003708,"Census Tract 37.08, El Paso County, Colorado"
6220,381,5823,364,5382,376,125,136,13,21,118,90,7,15,0,17,178,106,45,68,133,79,397,146,271,121,0,17,0,17,0,17,0,17,78,85,48,56,48,56,0,17,1400000US08041003709,"Census Tract 37.09, El Paso County, Colorado"
2183,203,1931,200,1286,228,149,122,2,3,250,146,0,12,0,12,244,120,0,12,244,120,252,116,198,103,0,12,6,9,0,12,0,12,14,14,34,34,0,12,34,34,1400000US08041003801,"Census Tract 38.01, El Paso County, Colorado"
4329,320,3911,341,3307,315,375,110,47,45,92,43,81,60,0,12,9,19,0,12,9,19,418,126,409,122,0,12,0,12,0,12,0,12,9,19,0,12,0,12,0,12,1400000US08041003802,"Census Tract 38.02, El Paso County, Colorado"
14149,773,12590,749,11042,708,462,188,93,110,326,160,0,19,40,67,627,249,0,19,627,249,1559,316,889,277,0,19,117,127,0,19,13,22,128,121,412,205,203,156,209,177,1400000US08041003902,"Census Tract 39.02, El Paso County, Colorado"
4223,314,3840,310,3669,311,68,68,7,10,33,32,0,12,0,12,63,58,0,12,63,58,383,164,203,124,0,12,0,12,0,12,0,12,123,123,57,62,31,52,26,30,1400000US08041003905,"Census Tract 39.05, El Paso County, Colorado"
6275,463,5818,485,5004,613,99,114,0,17,190,150,16,25,23,38,486,485,0,17,486,485,457,235,277,152,0,17,86,108,42,51,0,17,26,43,26,42,26,42,0,17,1400000US08041003906,"Census Tract 39.06, El Paso County, Colorado"
6330,493,5998,450,5766,426,45,40,5,6,107,82,5,9,0,17,70,46,2,5,68,45,332,123,318,132,0,17,0,17,0,17,0,17,5,10,9,10,0,17,9,10,1400000US08041003909,"Census Tract 39.09, El Paso County, Colorado"
3027,386,2651,357,1604,320,595,301,73,77,203,196,31,52,0,12,145,69,0,12,145,69,376,142,289,131,33,46,0,12,44,66,0,12,7,11,3,8,0,12,3,8,1400000US08041004008,"Census Tract 40.08, El Paso County, Colorado"
1692,192,1005,157,587,127,203,89,8,13,39,36,25,25,0,12,143,79,0,12,143,79,687,143,292,128,42,62,8,13,0,12,0,12,203,94,142,87,93,87,49,57,1400000US08041004009,"Census Tract 40.09, El Paso County, Colorado"
5036,339,4194,336,3629,419,77,63,0,17,148,144,40,46,9,13,291,177,0,17,291,177,842,339,597,274,0,17,22,27,0,17,5,9,108,95,110,101,9,16,101,96,1400000US08041004100,"Census Tract 41, El Paso County, Colorado"
3789,343,3035,298,2591,317,123,73,47,44,63,45,14,23,0,12,197,111,0,12,197,111,754,158,517,177,18,27,6,10,0,12,0,12,115,83,98,58,31,31,67,44,1400000US08041004200,"Census Tract 42, El Paso County, Colorado"
6727,538,5023,378,3985,364,734,170,0,17,55,76,0,17,0,17,249,94,0,17,249,94,1704,458,1595,470,21,82,0,17,0,17,0,17,42,70,46,58,31,51,15,24,1400000US08041004300,"Census Tract 43, El Paso County, Colorado"
9406,640,7967,723,5890,610,1411,346,16,27,27,38,63,57,13,30,547,420,0,17,547,420,1439,483,1128,452,208,183,21,33,0,17,0,17,82,69,0,17,0,17,0,17,1400000US08041004401,"Census Tract 44.01, El Paso County, Colorado"
5545,420,4367,364,3226,280,540,116,31,34,200,91,23,30,0,17,347,118,0,17,347,118,1178,203,1064,190,19,35,0,17,0,17,0,17,32,39,63,40,0,17,63,40,1400000US08041004402,"Census Tract 44.02, El Paso County, Colorado"
1220,287,967,255,672,178,181,172,0,12,29,32,14,22,0,12,71,62,0,12,71,62,253,135,186,123,27,42,0,12,0,12,0,12,35,33,5,10,0,12,5,10,1400000US08041004403,"Census Tract 44.03, El Paso County, Colorado"
5493,494,3216,384,2423,328,193,91,70,103,56,48,32,51,49,45,393,165,18,28,375,167,2277,557,1686,572,51,50,57,76,25,30,0,17,359,255,99,93,56,72,43,49,1400000US08041004501,"Census Tract 45.01, El Paso County, Colorado"
6731,421,5722,483,4329,462,566,199,0,17,418,210,51,74,92,99,266,158,19,28,247,155,1009,459,690,363,27,32,88,137,0,17,0,17,95,78,109,91,46,60,63,58,1400000US08041004502,"Census Tract 45.02, El Paso County, Colorado"
15820,767,12324,759,8876,746,1744,484,86,71,828,388,150,188,25,44,615,317,0,19,615,317,3496,564,2868,464,0,19,25,39,0,19,0,19,189,185,414,368,0,19,414,368,1400000US08041004503,"Census Tract 45.03, El Paso County, Colorado"
5581,306,4385,309,3238,354,583,253,8,14,85,80,161,161,0,17,310,194,8,12,302,193,1196,242,815,290,0,17,14,20,23,34,0,17,59,46,285,204,62,78,223,196,1400000US08041004506,"Census Tract 45.06, El Paso County, Colorado"
3541,469,2845,361,2197,407,303,148,78,72,70,48,16,28,0,12,181,137,0,12,181,137,696,371,527,375,11,18,0,12,0,12,0,12,92,78,66,51,30,32,36,41,1400000US08041004507,"Census Tract 45.07, El Paso County, Colorado"
7287,625,4943,611,3726,613,366,335,18,28,45,77,619,371,0,17,169,152,0,17,169,152,2344,718,2016,734,51,79,62,98,0,17,60,91,82,81,73,91,16,26,57,86,1400000US08041004508,"Census Tract 45.08, El Paso County, Colorado"
11057,843,8637,916,5668,877,1174,522,65,57,548,417,43,69,185,296,954,494,15,25,939,495,2420,700,1997,663,17,27,0,19,0,19,0,19,159,114,247,162,96,88,151,135,1400000US08041004510,"Census Tract 45.10, El Paso County, Colorado"
7195,657,5596,547,4245,402,863,515,114,126,179,132,0,17,0,17,195,113,62,99,133,87,1599,560,1169,423,41,50,31,49,0,17,0,17,220,214,138,184,14,17,124,184,1400000US08041004511,"Census Tract 45.11, El Paso County, Colorado"
4232,349,3718,341,3496,287,50,48,19,23,58,108,0,12,0,12,95,48,0,12,95,48,514,94,339,174,0,12,0,12,0,12,0,12,71,49,104,103,93,103,11,17,1400000US08041004601,"Census Tract 46.01, El Paso County, Colorado"
4629,419,4017,314,3687,336,68,54,4,6,12,14,0,12,0,12,246,162,0,12,246,162,612,324,497,326,12,17,0,12,27,27,5,7,3,4,68,56,15,17,53,55,1400000US08041004602,"Census Tract 46.02, El Paso County, Colorado"
7754,610,6398,645,4756,490,795,504,10,17,306,273,38,42,0,17,493,261,0,17,493,261,1356,475,1231,468,0,17,11,19,0,17,0,17,114,102,0,17,0,17,0,17,1400000US08041004603,"Census Tract 46.03, El Paso County, Colorado"
4853,307,4091,291,3670,302,212,111,43,63,93,57,0,12,0,12,73,43,0,12,73,43,762,270,339,138,21,25,0,12,0,12,0,12,379,259,23,26,23,26,0,12,1400000US08041004701,"Census Tract 47.01, El Paso County, Colorado"
2112,225,1939,220,1691,175,138,145,15,14,15,16,0,12,0,12,80,52,22,35,58,37,173,102,110,68,0,12,0,12,0,12,0,12,63,72,0,12,0,12,0,12,1400000US08041004702,"Census Tract 47.02, El Paso County, Colorado"
5869,440,5196,408,4901,419,55,61,38,48,21,32,29,49,0,17,152,144,0,17,152,144,673,200,313,158,72,95,14,22,0,17,0,17,100,84,174,146,124,146,50,59,1400000US08041004703,"Census Tract 47.03, El Paso County, Colorado"
8979,603,7680,506,6422,506,489,125,38,38,301,121,68,88,0,17,362,240,30,44,332,241,1299,555,619,278,9,20,14,24,0,17,0,17,500,468,157,184,141,190,16,27,1400000US08041004705,"Census Tract 47.05, El Paso County, Colorado"
5512,381,4791,307,3997,287,270,187,0,17,242,133,0,17,0,17,282,156,13,38,269,150,721,213,444,179,29,33,12,20,0,17,0,17,176,172,60,86,60,86,0,17,1400000US08041004706,"Census Tract 47.06, El Paso County, Colorado"
5022,491,3831,351,3294,334,314,237,20,24,86,54,0,17,0,17,117,92,0,17,117,92,1191,417,845,264,0,17,4,8,0,17,0,17,246,332,96,113,29,49,67,101,1400000US08041004800,"Census Tract 48, El Paso County, Colorado"
3649,308,3133,327,2504,353,335,214,0,12,24,30,0,12,0,12,270,159,82,115,188,118,516,216,257,121,45,50,0,12,0,12,0,12,135,125,79,76,11,17,68,74,1400000US08041004901,"Census Tract 49.01, El Paso County, Colorado"
5583,424,4882,426,4010,391,459,377,19,24,216,180,26,37,0,17,152,117,0,17,152,117,701,277,325,178,0,17,30,54,0,17,0,17,303,317,43,41,0,17,43,41,1400000US08041004902,"Census Tract 49.02, El Paso County, Colorado"
5577,490,3987,430,3385,416,420,201,0,17,75,77,0,17,10,17,97,85,0,17,97,85,1590,509,616,370,69,76,0,17,0,17,0,17,418,196,487,335,262,271,225,197,1400000US08041005000,"Census Tract 50, El Paso County, Colorado"
10596,705,8969,811,7947,750,264,293,0,19,315,184,0,19,0,19,443,272,0,19,443,272,1627,455,1027,362,121,189,117,189,16,28,0,19,198,200,148,148,27,41,121,141,1400000US08041005104,"Census Tract 51.04, El Paso County, Colorado"
7599,873,6182,669,4592,515,679,399,0,17,572,203,52,65,65,102,222,126,0,17,222,126,1417,469,421,243,0,17,0,17,0,17,0,17,776,426,220,196,120,139,100,109,1400000US08041005105,"Census Tract 51.05, El Paso County, Colorado"
10848,461,9543,502,8124,579,528,268,0,19,351,152,0,19,0,19,540,206,0,19,540,206,1305,357,756,329,0,19,0,19,0,19,0,19,274,149,275,153,201,159,74,67,1400000US08041005106,"Census Tract 51.06, El Paso County, Colorado"
9048,500,7707,490,5932,533,552,278,19,32,395,143,39,110,31,34,739,389,0,17,739,389,1341,306,922,335,51,80,0,17,0,17,21,32,95,93,252,183,116,141,136,125,1400000US08041005107,"Census Tract 51.07, El Paso County, Colorado"
9219,443,7682,454,6796,476,301,187,0,17,164,97,0,17,0,17,421,199,0,17,421,199,1537,291,890,335,33,42,0,17,40,64,0,17,123,121,451,271,365,269,86,97,1400000US08041005108,"Census Tract 51.08, El Paso County, Colorado"
8027,674,6627,596,5562,527,475,339,32,64,225,188,0,17,0,17,333,239,0,17,333,239,1400,376,826,332,0,17,26,40,0,17,0,17,506,342,42,48,0,17,42,48,1400000US08041005109,"Census Tract 51.09, El Paso County, Colorado"
4230,350,3203,290,2703,282,227,92,25,22,97,55,0,12,0,12,151,92,0,12,151,92,1027,269,597,281,55,51,0,12,0,12,0,12,375,275,0,12,0,12,0,12,1400000US08041005110,"Census Tract 51.10, El Paso County, Colorado"
8507,571,6462,535,4461,585,985,333,25,40,427,193,0,17,23,36,541,245,0,17,541,245,2045,475,759,288,44,73,0,17,0,17,0,17,649,408,593,343,348,255,245,257,1400000US08041005111,"Census Tract 51.11, El Paso County, Colorado"
4364,676,2275,397,1366,312,630,224,12,17,101,80,0,12,0,12,166,130,0,12,166,130,2089,617,817,485,10,17,0,12,0,12,0,12,1122,592,140,140,140,140,0,12,1400000US08041005201,"Census Tract 52.01, El Paso County, Colorado"
3081,281,2172,245,1444,187,480,181,0,12,84,79,15,24,0,12,149,115,0,12,149,115,909,289,286,173,9,16,0,12,0,12,27,41,246,164,341,267,198,227,143,152,1400000US08041005202,"Census Tract 52.02, El Paso County, Colorado"
4915,459,3267,381,2129,331,631,167,77,97,208,208,0,12,0,12,222,143,6,10,216,142,1648,523,648,203,16,22,0,12,0,12,0,12,875,491,109,90,68,75,41,66,1400000US08041005300,"Census Tract 53, El Paso County, Colorado"
6164,512,3607,471,2321,539,988,306,11,17,47,38,0,17,22,35,218,173,0,17,218,173,2557,489,576,342,142,152,10,13,13,18,0,17,1374,697,442,328,324,282,118,171,1400000US08041005400,"Census Tract 54, El Paso County, Colorado"
4942,305,4237,320,3391,342,289,195,0,12,210,128,120,153,0,12,227,152,0,12,227,152,705,209,374,161,0,12,30,41,0,12,52,69,201,134,48,36,17,23,31,33,1400000US08041005501,"Census Tract 55.01, El Paso County, Colorado"
