B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,GEO_ID,NAME
4630,481,3642,458,2999,440,175,135,0,12,127,103,20,31,0,12,321,258,0,12,321,258,988,354,764,342,0,12,0,12,0,12,0,12,160,177,64,74,40,65,24,38,1400000US08041005502,"Census Tract 55.02, El Paso County, Colorado"
5206,290,4236,302,3480,354,398,265,0,17,113,118,0,17,0,17,245,123,34,60,211,122,970,190,480,193,0,17,14,22,0,17,0,17,53,58,423,197,28,26,395,191,1400000US08041005601,"Census Tract 56.01, El Paso County, Colorado"
3422,230,2663,252,2164,208,277,198,0,12,61,51,0,12,0,12,161,107,0,12,161,107,759,201,429,189,0,12,106,91,0,12,0,12,135,80,89,75,76,73,13,19,1400000US08041005602,"Census Tract 56.02, El Paso County, Colorado"
6092,364,5212,481,4045,468,681,357,0,17,0,17,0,17,362,401,124,117,0,17,124,117,880,344,598,251,0,17,28,35,14,23,0,17,102,86,138,123,83,109,55,64,1400000US08041005700,"Census Tract 57, El Paso County, Colorado"
3059,237,2697,246,2425,263,115,108,0,12,96,75,0,12,11,17,50,44,0,12,50,44,362,169,255,138,0,12,68,106,0,12,12,20,27,29,0,12,0,12,0,12,1400000US08041005800,"Census Tract 58, El Paso County, Colorado"
6673,517,5810,492,4785,478,598,86,0,17,208,152,0,17,0,17,219,142,0,17,219,142,863,394,579,343,0,17,0,17,0,17,0,17,110,126,174,247,149,244,25,38,1400000US08041005900,"Census Tract 59, El Paso County, Colorado"
7045,584,4494,724,3246,611,768,483,14,23,210,206,0,17,0,17,256,263,0,17,256,263,2551,672,877,547,147,103,150,245,0,17,0,17,890,418,487,357,226,227,261,188,1400000US08041006000,"Census Tract 60, El Paso County, Colorado"
4340,464,2854,399,2071,332,537,158,0,12,0,12,0,12,0,12,246,138,0,12,246,138,1486,294,636,198,14,25,27,40,0,12,0,12,606,272,203,172,113,127,90,104,1400000US08041006100,"Census Tract 61, El Paso County, Colorado"
5194,576,2650,293,1901,241,458,127,56,54,80,83,38,42,0,17,117,55,0,17,117,55,2544,574,1264,544,15,24,7,12,19,20,0,17,1132,334,107,108,56,87,51,66,1400000US08041006200,"Census Tract 62, El Paso County, Colorado"
5196,421,3462,313,2063,248,658,173,27,33,226,118,33,58,96,101,359,152,89,121,270,104,1734,329,586,240,47,69,0,17,0,17,0,17,936,457,165,103,100,75,65,73,1400000US08041006301,"Census Tract 63.01, El Paso County, Colorado"
6035,700,3967,541,2519,528,802,278,0,17,153,134,174,150,0,17,319,257,0,17,319,257,2068,717,777,389,240,225,36,58,0,17,0,17,693,569,322,424,95,113,227,321,1400000US08041006302,"Census Tract 63.02, El Paso County, Colorado"
7530,789,5055,643,3478,554,891,440,0,17,256,169,0,17,33,59,397,169,0,17,397,169,2475,667,341,193,0,17,68,111,0,17,0,17,1841,667,225,188,218,189,7,14,1400000US08041006400,"Census Tract 64, El Paso County, Colorado"
3877,316,1859,226,1087,167,434,149,50,50,135,84,21,27,11,18,121,86,0,12,121,86,2018,309,957,482,4,12,6,12,0,12,0,12,1051,468,0,12,0,12,0,12,1400000US08041006501,"Census Tract 65.01, El Paso County, Colorado"
7508,669,5482,691,3514,618,1206,367,0,17,419,130,0,17,29,46,314,163,29,48,285,153,2026,570,1392,538,53,62,0,17,33,51,0,17,414,373,134,88,111,83,23,38,1400000US08041006502,"Census Tract 65.02, El Paso County, Colorado"
2368,153,2221,180,2116,166,36,41,0,12,44,43,0,12,0,12,25,24,0,12,25,24,147,96,113,86,0,12,0,12,0,12,0,12,11,16,23,34,23,34,0,12,1400000US08041006600,"Census Tract 66, El Paso County, Colorado"
6132,323,5881,315,5573,293,49,69,15,24,61,48,0,17,0,17,183,102,0,17,183,102,251,147,181,126,0,17,21,33,0,17,0,17,49,58,0,17,0,17,0,17,1400000US08041006700,"Census Tract 67, El Paso County, Colorado"
4304,294,3775,279,3544,250,90,82,0,12,99,69,0,12,0,12,42,37,0,12,42,37,529,170,474,161,0,12,0,12,0,12,0,12,14,23,41,50,13,20,28,46,1400000US08041006801,"Census Tract 68.01, El Paso County, Colorado"
4054,428,3844,431,3316,401,194,170,0,12,147,91,15,24,0,12,172,108,0,12,172,108,210,114,179,106,0,12,0,12,0,12,0,12,22,34,9,15,9,15,0,12,1400000US08041006802,"Census Tract 68.02, El Paso County, Colorado"
5109,248,4634,261,4153,333,132,112,0,17,141,71,0,17,0,17,208,119,0,17,208,119,475,151,396,146,10,16,0,17,0,17,0,17,32,32,37,48,37,48,0,17,1400000US08041006901,"Census Tract 69.01, El Paso County, Colorado"
5239,259,4588,280,4166,300,120,79,17,22,123,87,0,17,16,25,146,91,0,17,146,91,651,160,525,174,0,17,0,17,0,17,0,17,16,21,110,93,90,95,20,31,1400000US08041006902,"Census Tract 69.02, El Paso County, Colorado"
4520,297,4095,276,3505,286,148,124,32,42,308,114,16,18,0,12,86,59,0,12,86,59,425,162,341,138,0,12,9,13,0,12,0,12,24,38,51,76,0,12,51,76,1400000US08041007000,"Census Tract 70, El Paso County, Colorado"
10685,674,8887,552,7215,558,561,310,27,33,562,265,0,19,109,164,413,226,0,19,413,226,1798,587,1234,478,38,45,59,79,0,19,0,19,192,167,275,258,50,68,225,246,1400000US08041007101,"Census Tract 71.01, El Paso County, Colorado"
10097,500,9349,510,8450,507,92,108,18,28,528,190,0,19,0,19,261,139,0,19,261,139,748,291,446,246,0,19,0,19,0,19,0,19,202,227,100,94,21,32,79,68,1400000US08041007102,"Census Tract 71.02, El Paso County, Colorado"
10751,578,9863,514,8670,467,284,121,52,62,568,179,56,84,0,19,233,146,0,19,233,146,888,198,737,189,0,19,0,19,0,19,0,19,105,111,46,48,25,40,21,31,1400000US08041007201,"Census Tract 72.01, El Paso County, Colorado"
9588,510,8796,548,7921,620,414,336,0,17,182,161,0,17,28,44,251,148,0,17,251,148,792,250,482,162,0,17,0,17,0,17,0,17,115,126,195,179,0,17,195,179,1400000US08041007202,"Census Tract 72.02, El Paso County, Colorado"
10786,628,9879,606,8575,616,271,180,0,19,219,90,0,19,25,31,789,224,0,19,789,224,907,235,814,218,0,19,0,19,0,19,0,19,93,82,0,19,0,19,0,19,1400000US08041007300,"Census Tract 73, El Paso County, Colorado"
8895,577,8615,571,7924,539,85,81,47,46,236,153,0,17,0,17,323,217,0,17,323,217,280,90,280,90,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1400000US08041007400,"Census Tract 74, El Paso County, Colorado"
8852,597,8140,569,7410,705,125,109,24,29,214,222,0,17,0,17,367,402,0,17,367,402,712,405,407,197,17,27,0,17,0,17,0,17,252,354,36,60,10,17,26,43,1400000US08041007500,"Census Tract 75, El Paso County, Colorado"
9405,622,8318,654,7403,834,295,111,0,17,89,116,0,17,0,17,531,552,0,17,531,552,1087,273,958,290,0,17,0,17,0,17,0,17,28,31,101,132,15,24,86,131,1400000US08041007601,"Census Tract 76.01, El Paso County, Colorado"
3524,265,3271,282,3130,283,9,14,0,12,75,54,0,12,0,12,57,58,0,12,57,58,253,140,217,128,0,12,0,12,0,12,0,12,13,21,23,35,23,35,0,12,1400000US08041007602,"Census Tract 76.02, El Paso County, Colorado"
6123,436,5498,376,4607,491,462,288,47,57,217,158,12,30,0,17,153,122,0,17,153,122,625,406,249,185,0,17,0,17,0,17,0,17,354,369,22,36,22,36,0,17,1400000US08041007700,"Census Tract 77, El Paso County, Colorado"
5457,491,4642,477,3876,384,313,153,0,17,170,100,0,17,18,32,265,201,0,17,265,201,815,245,503,176,9,14,0,17,0,17,0,17,102,146,201,99,97,85,104,102,1400000US08041007800,"Census Tract 78, El Paso County, Colorado"
2747,209,2580,219,2379,235,21,31,14,16,117,88,0,12,0,12,49,55,0,12,49,55,167,87,131,75,15,21,6,10,8,13,7,13,0,12,0,12,0,12,0,12,1400000US08041007900,"Census Tract 79, El Paso County, Colorado"
4537,308,3637,299,3188,303,118,92,70,69,61,61,0,12,113,125,87,58,0,12,87,58,900,265,473,197,56,86,164,164,9,14,0,12,36,39,162,141,18,31,144,135,1400000US08041008000,"Census Tract 80, El Paso County, Colorado"
3574,372,3288,335,3238,328,17,44,0,12,24,37,0,12,3,8,6,11,0,12,6,11,286,132,237,108,1,2,2,4,9,21,0,12,4,12,33,32,14,19,19,21,1400000US08043978100,"Census Tract 9781, Fremont County, Colorado"
3628,222,3272,241,3171,244,10,24,13,18,52,55,0,12,0,12,26,33,0,12,26,33,356,134,320,137,0,12,7,16,0,12,0,12,25,24,4,9,4,9,0,12,1400000US08043978200,"Census Tract 9782, Fremont County, Colorado"
5266,406,4841,340,4711,335,19,17,26,25,31,47,0,17,0,17,54,99,0,17,54,99,425,255,289,257,0,17,0,17,0,17,0,17,39,42,97,89,92,88,5,9,1400000US08043978300,"Census Tract 9783, Fremont County, Colorado"
2388,277,2168,243,2079,217,27,34,20,30,7,13,5,12,0,12,30,33,0,12,30,33,220,98,162,85,0,12,8,15,0,12,0,12,29,30,21,28,7,11,14,26,1400000US08043978400,"Census Tract 9784, Fremont County, Colorado"
5715,341,5108,359,5029,349,45,72,0,17,0,17,0,17,0,17,34,42,0,17,34,42,607,255,380,196,26,37,8,22,0,17,0,17,164,179,29,41,0,17,29,41,1400000US08043978500,"Census Tract 9785, Fremont County, Colorado"
3631,327,3177,355,3104,376,44,71,10,24,0,12,0,12,0,12,19,31,0,12,19,31,454,200,424,199,0,12,10,14,0,12,0,12,20,21,0,12,0,12,0,12,1400000US08043978600,"Census Tract 9786, Fremont County, Colorado"
2313,212,2161,212,2113,221,21,34,12,18,0,12,0,12,0,12,15,43,0,12,15,43,152,108,133,104,0,12,0,12,0,12,0,12,8,9,11,18,11,18,0,12,1400000US08043978800,"Census Tract 9788, Fremont County, Colorado"
3456,406,3277,406,3083,395,14,23,0,12,51,37,0,12,0,12,129,111,0,12,129,111,179,101,109,70,0,12,9,14,0,12,0,12,29,30,32,47,28,45,4,10,1400000US08043979000,"Census Tract 9790, Fremont County, Colorado"
3108,286,2938,283,2936,283,0,12,0,12,0,12,0,12,0,12,2,3,0,12,2,3,170,100,143,89,0,12,0,12,0,12,0,12,3,5,24,35,24,35,0,12,1400000US08043979100,"Census Tract 9791, Fremont County, Colorado"
1713,156,1600,157,1487,136,0,12,7,18,58,54,0,12,0,12,48,46,0,12,48,46,113,78,109,79,0,12,0,12,0,12,0,12,4,8,0,12,0,12,0,12,1400000US08043979200,"Census Tract 9792, Fremont County, Colorado"
3196,358,2759,279,2627,253,74,52,14,20,7,11,0,12,0,12,37,51,2,4,35,51,437,137,300,115,16,32,37,51,0,12,0,12,73,50,11,12,9,11,2,4,1400000US08043979400,"Census Tract 9794, Fremont County, Colorado"
308,136,226,92,185,74,21,28,10,21,10,21,0,12,0,12,0,12,0,12,0,12,82,51,82,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08043980100,"Census Tract 9801, Fremont County, Colorado"
3073,712,2249,595,909,349,763,338,322,159,33,66,0,12,0,12,222,142,39,77,183,142,824,275,422,281,38,77,0,12,0,12,0,12,216,173,148,126,148,126,0,12,1400000US08043980200,"Census Tract 9802, Fremont County, Colorado"
5952,680,3969,428,2756,385,1041,161,117,60,38,36,0,17,0,17,17,25,0,17,17,25,1983,353,1966,353,0,17,17,22,0,17,0,17,0,17,0,17,0,17,0,17,1400000US08043980300,"Census Tract 9803, Fremont County, Colorado"
3806,368,2405,301,2307,298,62,66,0,12,0,12,0,12,0,12,36,57,0,12,36,57,1401,332,823,315,0,12,0,12,0,12,0,12,578,333,0,12,0,12,0,12,1400000US08045951600,"Census Tract 9516, Garfield County, Colorado"
4162,397,3218,377,2909,326,16,19,0,12,240,166,0,12,0,12,53,68,10,19,43,59,944,380,582,332,0,12,0,12,0,12,0,12,337,236,25,45,25,45,0,12,1400000US08045951701,"Census Tract 9517.01, Garfield County, Colorado"
3183,285,2566,263,2434,271,12,17,0,12,74,73,0,12,0,12,46,65,0,12,46,65,617,194,403,182,0,12,0,12,0,12,0,12,214,153,0,12,0,12,0,12,1400000US08045951702,"Census Tract 9517.02, Garfield County, Colorado"
4109,509,3108,436,3014,394,0,12,0,12,6,13,0,12,0,12,88,92,0,12,88,92,1001,404,941,414,0,12,0,12,0,12,9,14,32,50,19,22,10,15,9,16,1400000US08045951802,"Census Tract 9518.02, Garfield County, Colorado"
6379,436,4004,380,3851,387,76,104,9,21,9,21,21,38,0,17,38,48,0,17,38,48,2375,389,974,661,0,17,0,17,0,17,0,17,1401,602,0,17,0,17,0,17,1400000US08045951803,"Census Tract 9518.03, Garfield County, Colorado"
4533,442,3216,442,3154,437,1,2,0,12,31,35,0,12,0,12,30,35,0,12,30,35,1317,338,465,241,0,12,53,84,0,12,0,12,758,325,41,47,0,12,41,47,1400000US08045951804,"Census Tract 9518.04, Garfield County, Colorado"
4936,395,3882,407,3803,400,10,12,0,12,9,15,0,12,0,12,60,50,8,13,52,47,1054,208,753,205,0,12,11,18,0,12,0,12,257,162,33,33,26,32,7,11,1400000US08045951901,"Census Tract 9519.01, Garfield County, Colorado"
7182,522,5546,382,5342,417,42,41,34,52,61,81,0,17,0,17,67,65,0,17,67,65,1636,450,1092,264,0,17,0,17,0,17,0,17,484,444,60,75,45,70,15,27,1400000US08045951902,"Census Tract 9519.02, Garfield County, Colorado"
5347,473,3021,390,2848,394,10,17,107,120,0,17,0,17,0,17,56,81,0,17,56,81,2326,514,1439,463,0,17,0,17,0,17,0,17,850,452,37,61,37,61,0,17,1400000US08045952001,"Census Tract 9520.01, Garfield County, Colorado"
8604,540,6251,613,5985,596,24,36,0,17,57,68,0,17,0,17,185,192,0,17,185,192,2353,613,1974,553,0,17,29,49,0,17,0,17,289,284,61,100,15,26,46,92,1400000US08045952002,"Census Tract 9520.02, Garfield County, Colorado"
6814,516,5049,500,4592,453,33,46,81,75,45,53,0,17,106,161,192,114,0,17,192,114,1765,421,1148,530,0,17,76,117,0,17,0,17,537,375,4,7,4,7,0,17,1400000US08045952100,"Census Tract 9521, Garfield County, Colorado"
6018,*****,5515,202,5133,275,20,28,122,102,0,17,0,17,0,17,240,133,0,17,240,133,503,202,429,201,0,17,41,55,0,17,0,17,3,14,30,50,0,17,30,50,1400000US08047013800,"Census Tract 138, Gilpin County, Colorado"
3432,385,2916,366,2831,345,0,12,0,12,54,78,0,12,31,52,0,12,0,12,0,12,516,164,472,175,0,12,0,12,0,12,0,12,44,54,0,12,0,12,0,12,1400000US08049000100,"Census Tract 1, Grand County, Colorado"
5225,558,5068,559,4899,541,20,32,0,17,0,17,0,17,0,17,149,90,0,17,149,90,157,101,144,101,0,17,0,17,0,17,0,17,13,22,0,17,0,17,0,17,1400000US08049000201,"Census Tract 2.01, Grand County, Colorado"
6646,557,5969,532,5628,519,137,124,0,17,159,134,17,45,14,32,14,21,0,17,14,21,677,168,536,162,15,24,3,6,0,17,0,17,111,55,12,20,12,20,0,17,1400000US08049000202,"Census Tract 2.02, Grand County, Colorado"
4437,371,3987,355,3862,338,0,12,62,77,0,12,0,12,0,12,63,73,0,12,63,73,450,265,436,261,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08051963600,"Census Tract 9636, Gunnison County, Colorado"
6622,135,5770,264,5594,246,51,39,0,17,0,17,36,59,0,17,89,106,0,17,89,106,852,278,777,256,19,20,0,17,0,17,0,17,14,23,42,65,0,17,42,65,1400000US08051963700,"Census Tract 9637, Gunnison County, Colorado"
4710,445,4472,391,4305,362,2,4,1,2,45,44,0,12,24,38,95,84,0,12,95,84,238,204,234,205,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08051963800,"Census Tract 9638, Gunnison County, Colorado"
1033,185,990,166,846,140,14,16,90,108,12,14,0,12,0,12,28,29,6,8,22,28,43,39,29,34,9,15,1,3,0,12,0,12,4,5,0,12,0,12,0,12,1400000US08051963900,"Census Tract 9639, Gunnison County, Colorado"
857,111,808,109,771,109,0,12,15,18,4,6,0,12,0,12,18,20,0,12,18,20,49,24,36,24,0,12,5,5,0,12,0,12,8,11,0,12,0,12,0,12,1400000US08053973100,"Census Tract 9731, Hinsdale County, Colorado"
3162,112,1564,138,1459,145,0,12,0,12,0,12,0,12,17,28,88,85,0,12,88,85,1598,164,1508,164,24,31,35,40,0,12,0,12,31,27,0,12,0,12,0,12,1400000US08055960600,"Census Tract 9606, Huerfano County, Colorado"
3517,112,2825,138,2624,145,10,10,38,48,0,12,0,12,3,5,150,82,0,12,150,82,692,164,549,167,0,12,47,69,0,12,0,12,52,39,44,42,7,12,37,40,1400000US08055960900,"Census Tract 9609, Huerfano County, Colorado"
1261,128,1041,114,1036,113,0,12,0,12,0,12,0,12,0,12,5,7,0,12,5,7,220,106,198,99,0,12,0,12,0,12,0,12,22,34,0,12,0,12,0,12,1400000US08057955600,"Census Tract 9556, Jackson County, Colorado"
3867,249,3637,261,3461,244,28,33,4,4,70,65,0,12,0,12,74,80,0,12,74,80,230,119,151,118,0,12,56,77,0,12,0,12,23,27,0,12,0,12,0,12,1400000US08059009806,"Census Tract 98.06, Jefferson County, Colorado"
1737,144,1579,111,1456,122,39,39,5,8,69,66,0,12,0,12,10,16,0,12,10,16,158,96,158,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08059009807,"Census Tract 98.07, Jefferson County, Colorado"
6024,362,5725,398,5513,414,21,33,0,17,133,140,0,17,0,17,58,52,0,17,58,52,299,187,220,179,14,22,15,24,0,17,0,17,33,38,17,26,17,26,0,17,1400000US08059009808,"Census Tract 98.08, Jefferson County, Colorado"
5395,268,5082,308,4965,313,0,17,0,17,103,65,0,17,0,17,14,17,0,17,14,17,313,135,285,129,0,17,0,17,0,17,0,17,28,33,0,17,0,17,0,17,1400000US08059009815,"Census Tract 98.15, Jefferson County, Colorado"
4829,308,4262,324,4025,322,40,60,23,26,81,55,0,12,0,12,93,80,0,12,93,80,567,264,509,257,0,12,6,11,0,12,0,12,52,64,0,12,0,12,0,12,1400000US08059009823,"Census Tract 98.23, Jefferson County, Colorado"
4750,298,4152,303,3829,303,18,19,8,13,136,101,11,18,0,12,150,102,0,12,150,102,598,100,417,115,41,62,9,16,12,19,0,12,76,66,43,53,0,12,43,53,1400000US08059009824,"Census Tract 98.24, Jefferson County, Colorado"
6218,375,5520,375,4656,346,36,43,88,114,642,217,0,17,0,17,98,86,0,17,98,86,698,201,430,235,108,135,29,36,0,17,0,17,43,53,88,84,0,17,88,84,1400000US08059009827,"Census Tract 98.27, Jefferson County, Colorado"
5802,444,4995,387,4360,565,0,17,23,34,598,493,0,17,0,17,14,23,14,23,0,17,807,182,764,208,0,17,0,17,0,17,0,17,43,60,0,17,0,17,0,17,1400000US08059009828,"Census Tract 98.28, Jefferson County, Colorado"
1841,92,1756,105,1588,100,21,23,0,12,54,44,0,12,0,12,93,48,0,12,93,48,85,50,81,50,0,12,0,12,0,12,0,12,0,12,4,8,4,8,0,12,1400000US08059009829,"Census Tract 98.29, Jefferson County, Colorado"
2245,125,2042,130,1851,133,68,62,0,12,44,36,31,28,0,12,48,32,0,12,48,32,203,64,176,62,0,12,0,12,0,12,0,12,27,37,0,12,0,12,0,12,1400000US08059009830,"Census Tract 98.30, Jefferson County, Colorado"
2624,239,2074,248,1742,293,25,29,73,99,159,139,21,40,0,12,54,51,0,12,54,51,550,252,388,202,11,19,15,22,0,12,24,35,102,127,10,18,10,18,0,12,1400000US08059009831,"Census Tract 98.31, Jefferson County, Colorado"
2653,175,2114,163,1901,160,68,81,55,97,33,35,0,12,0,12,57,33,0,12,57,33,539,72,432,82,9,14,0,12,0,12,0,12,52,34,46,40,46,40,0,12,1400000US08059009832,"Census Tract 98.32, Jefferson County, Colorado"
5506,455,4531,402,4209,415,103,88,0,17,40,45,0,17,0,17,179,155,0,17,179,155,975,270,403,211,18,31,57,99,0,17,0,17,485,328,12,20,12,20,0,17,1400000US08059009833,"Census Tract 98.33, Jefferson County, Colorado"
4364,305,3664,277,3400,237,48,59,6,9,173,116,0,12,19,28,18,28,0,12,18,28,700,265,555,237,0,12,32,39,0,12,0,12,51,44,62,67,53,72,9,14,1400000US08059009834,"Census Tract 98.34, Jefferson County, Colorado"
3739,250,3513,243,3345,263,25,43,0,12,54,36,0,12,9,16,80,67,0,12,80,67,226,139,191,138,0,12,9,13,0,12,0,12,26,29,0,12,0,12,0,12,1400000US08059009835,"Census Tract 98.35, Jefferson County, Colorado"
4016,204,3663,191,3531,218,41,55,0,12,48,41,0,12,0,12,43,51,0,12,43,51,353,155,306,159,0,12,0,12,0,12,0,12,47,69,0,12,0,12,0,12,1400000US08059009836,"Census Tract 98.36, Jefferson County, Colorado"
6533,394,5791,405,5454,440,0,17,9,14,168,143,0,17,0,17,160,123,0,17,160,123,742,261,486,238,0,17,109,173,0,17,0,17,147,184,0,17,0,17,0,17,1400000US08059009837,"Census Tract 98.37, Jefferson County, Colorado"
4904,214,4602,236,4237,334,0,12,13,22,259,236,0,12,0,12,93,61,0,12,93,61,302,137,235,132,0,12,13,22,0,12,0,12,17,22,37,56,37,56,0,12,1400000US08059009838,"Census Tract 98.38, Jefferson County, Colorado"
2379,116,2281,106,2201,113,0,12,0,12,21,18,0,12,0,12,59,38,0,12,59,38,98,85,92,85,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12,1400000US08059009839,"Census Tract 98.39, Jefferson County, Colorado"
3664,342,3384,368,3261,365,27,29,27,29,23,23,16,23,0,12,30,26,0,12,30,26,280,84,233,79,0,12,0,12,0,12,0,12,27,38,20,29,6,11,14,26,1400000US08059009840,"Census Tract 98.40, Jefferson County, Colorado"
2202,141,1952,143,1914,140,0,12,8,12,11,12,0,12,0,12,19,21,0,12,19,21,250,106,225,108,0,12,0,12,0,12,0,12,15,22,10,11,4,7,6,9,1400000US08059009841,"Census Tract 98.41, Jefferson County, Colorado"
3408,194,3175,168,2976,214,9,14,25,39,64,77,0,12,0,12,101,82,19,29,82,73,233,214,233,214,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08059009842,"Census Tract 98.42, Jefferson County, Colorado"
8439,437,8022,413,7716,422,24,44,20,32,130,98,0,17,0,17,132,94,0,17,132,94,417,130,393,127,0,17,0,17,0,17,0,17,24,39,0,17,0,17,0,17,1400000US08059009843,"Census Tract 98.43, Jefferson County, Colorado"
4210,219,3912,207,3740,205,11,18,10,16,8,11,0,12,0,12,143,97,10,16,133,95,298,211,225,202,17,29,9,14,0,12,0,12,38,37,9,13,9,13,0,12,1400000US08059009845,"Census Tract 98.45, Jefferson County, Colorado"
4733,292,4552,296,4357,299,90,125,0,12,62,61,0,12,0,12,43,37,0,12,43,37,181,102,131,81,0,12,0,12,0,12,0,12,50,61,0,12,0,12,0,12,1400000US08059009846,"Census Tract 98.46, Jefferson County, Colorado"
3262,192,2953,234,2909,234,0,12,6,10,27,28,0,12,0,12,11,20,0,12,11,20,309,216,300,216,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08059009847,"Census Tract 98.47, Jefferson County, Colorado"
2629,290,2602,286,2451,304,21,28,0,12,41,33,0,12,0,12,89,74,0,12,89,74,27,27,15,18,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08059009848,"Census Tract 98.48, Jefferson County, Colorado"
5660,406,5129,391,4845,377,15,23,0,17,175,92,0,17,15,24,79,58,0,17,79,58,531,163,419,153,0,17,26,47,0,17,0,17,86,112,0,17,0,17,0,17,1400000US08059009849,"Census Tract 98.49, Jefferson County, Colorado"
2540,137,2456,141,2386,131,30,46,0,12,40,32,0,12,0,12,0,12,0,12,0,12,84,51,59,44,0,12,0,12,0,12,0,12,0,12,25,27,25,27,0,12,1400000US08059009850,"Census Tract 98.50, Jefferson County, Colorado"
3999,206,3640,255,3386,250,11,25,66,80,146,90,0,12,0,12,31,36,0,12,31,36,359,167,239,134,11,16,76,104,0,12,0,12,13,22,20,33,0,12,20,33,1400000US08059009851,"Census Tract 98.51, Jefferson County, Colorado"
4038,226,3789,243,3573,222,55,56,5,10,72,64,20,26,0,12,64,47,0,12,64,47,249,145,249,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08059009852,"Census Tract 98.52, Jefferson County, Colorado"
2534,202,2375,203,2149,190,58,58,0,12,69,47,0,12,29,33,70,51,0,12,70,51,159,112,121,107,0,12,0,12,0,12,0,12,17,18,21,33,0,12,21,33,1400000US08059009900,"Census Tract 99, Jefferson County, Colorado"
5469,375,4886,400,4262,423,250,105,58,57,226,127,0,17,9,14,81,52,25,38,56,36,583,227,583,227,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1400000US08059010000,"Census Tract 100, Jefferson County, Colorado"
5553,552,4607,485,4461,479,18,35,0,17,96,88,0,17,0,17,32,26,0,17,32,26,946,385,929,395,0,17,17,27,0,17,0,17,0,17,0,17,0,17,0,17,1400000US08059010100,"Census Tract 101, Jefferson County, Colorado"
2423,120,2199,155,2151,166,0,12,0,12,38,26,0,12,0,12,10,15,0,12,10,15,224,121,224,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08059010205,"Census Tract 102.05, Jefferson County, Colorado"
3878,246,3455,225,3309,224,7,13,18,21,0,12,36,52,8,12,77,55,0,12,77,55,423,103,356,100,0,12,0,12,0,12,0,12,7,11,60,53,30,29,30,43,1400000US08059010206,"Census Tract 102.06, Jefferson County, Colorado"
