geoid,name,B15003001,"B15003001, Error",B15003002,"B15003002, Error",B15003003,"B15003003, Error",B15003004,"B15003004, Error",B15003005,"B15003005, Error",B15003006,"B15003006, Error",B15003007,"B15003007, Error",B15003008,"B15003008, Error",B15003009,"B15003009, Error",B15003010,"B15003010, Error",B15003011,"B15003011, Error",B15003012,"B15003012, Error",B15003013,"B15003013, Error",B15003014,"B15003014, Error",B15003015,"B15003015, Error",B15003016,"B15003016, Error",B15003017,"B15003017, Error",B15003018,"B15003018, Error",B15003019,"B15003019, Error",B15003020,"B15003020, Error",B15003021,"B15003021, Error",B15003022,"B15003022, Error",B15003023,"B15003023, Error",B15003024,"B15003024, Error",B15003025,"B15003025, Error"
14000US08069001605,"Census Tract 16.05, Larimer, CO",4246,598,9,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,17,36,42,59,47,33,48,85,58,10,16,468,293,214,115,104,62,425,115,435,119,1409,282,650,147,185,92,116,65
14000US08069001606,"Census Tract 16.06, Larimer, CO",2388,261,35,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,74,94,0,12,32,28,385,119,11,18,87,44,236,92,269,126,774,166,281,105,70,55,134,69
14000US08069001607,"Census Tract 16.07, Larimer, CO",2700,371,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,31,259,112,146,138,121,68,312,87,354,249,899,140,417,96,40,53,122,68
14000US08069001608,"Census Tract 16.08, Larimer, CO",3842,336,10,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,36,0,17,21,33,14,22,0,17,224,124,35,31,125,85,299,126,354,152,1299,195,868,201,312,130,253,137
14000US08069001706,"Census Tract 17.06, Larimer, CO",4729,437,39,47,0,17,0,17,0,17,0,17,9,15,0,17,0,17,0,17,0,17,0,17,0,17,74,80,59,57,32,38,1372,385,81,62,213,93,749,214,589,242,792,237,551,158,96,64,73,63
14000US08069001707,"Census Tract 17.07, Larimer, CO",3840,397,66,105,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,22,35,16,27,110,101,0,17,680,260,128,80,475,184,589,246,541,198,915,204,296,145,0,17,2,5
14000US08069001708,"Census Tract 17.08, Larimer, CO",3222,525,26,30,0,12,0,12,0,12,0,12,9,13,7,12,0,12,93,63,0,12,0,12,14,17,24,39,0,12,54,41,399,264,57,39,108,67,476,188,285,104,1137,275,446,145,27,31,60,52
14000US08069001804,"Census Tract 18.04, Larimer, CO",3331,713,83,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,29,43,53,1019,363,100,62,253,98,649,224,219,75,801,272,103,64,25,30,6,10
14000US08069001807,"Census Tract 18.07, Larimer, CO",4690,466,54,82,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,44,0,17,15,26,35,41,30,35,49,61,0,17,1086,332,245,143,451,155,623,183,399,143,902,268,546,167,128,76,99,61
14000US08069001808,"Census Tract 18.08, Larimer, CO",4037,523,42,56,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,39,57,0,17,8,14,42,36,18,21,748,171,62,44,313,185,636,279,400,127,1000,191,549,121,101,51,79,45
14000US08069001901,"Census Tract 19.01, Larimer, CO",3291,444,0,12,0,12,0,12,0,12,0,12,4,11,0,12,0,12,0,12,5,12,50,62,22,34,36,31,41,38,16,18,525,147,201,106,225,159,482,150,486,211,669,162,450,156,44,33,35,44
14000US08069001902,"Census Tract 19.02, Larimer, CO",3593,384,18,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,14,16,26,17,19,10,17,28,33,104,138,776,191,158,60,271,91,556,149,277,109,842,163,440,133,32,37,36,31
14000US08069002005,"Census Tract 20.05, Larimer, CO",3573,282,29,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,21,29,115,109,6,9,12,18,1001,235,163,72,228,81,638,149,459,139,760,174,132,63,9,14,0,17
14000US08069002007,"Census Tract 20.07, Larimer, CO",3502,575,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,40,869,384,95,71,252,214,893,306,408,153,591,161,289,118,21,25,37,35
14000US08069002008,"Census Tract 20.08, Larimer, CO",2989,298,0,12,0,12,0,12,0,12,0,12,0,12,25,38,0,12,0,12,6,14,13,22,0,12,37,47,27,27,31,32,697,189,151,73,178,78,503,119,401,126,516,165,314,140,65,61,25,23
14000US08069002010,"Census Tract 20.10, Larimer, CO",2084,183,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,17,4,6,11,11,409,153,14,10,133,61,344,89,174,70,573,106,278,67,75,38,47,37
14000US08069002011,"Census Tract 20.11, Larimer, CO",4201,803,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,40,42,47,12,21,19,29,720,401,166,87,285,120,606,378,516,144,1094,284,564,190,99,87,54,52
14000US08069002300,"Census Tract 23, Larimer, CO",2743,259,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16,9,14,37,47,34,33,335,102,78,50,188,78,358,98,263,77,752,134,393,118,107,91,180,99
14000US08069002401,"Census Tract 24.01, Larimer, CO",1442,350,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,9,13,285,123,6,10,63,50,297,147,156,105,427,195,132,52,16,16,45,41
14000US08069002503,"Census Tract 25.03, Larimer, CO",1853,206,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,61,5,9,0,12,11,16,24,36,46,50,45,45,364,154,88,77,92,51,299,83,105,60,501,128,138,87,62,50,19,20
14000US08069002700,"Census Tract 27, Larimer, CO",5018,378,16,26,0,17,0,17,0,17,0,17,4,9,0,17,0,17,0,17,0,17,3,7,0,17,122,90,42,34,69,80,900,272,330,193,368,121,957,345,533,221,1082,260,487,205,38,33,67,49
14000US08069002801,"Census Tract 28.01, Larimer, CO",3247,409,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,31,46,0,12,10,16,483,147,34,41,148,95,584,160,263,145,887,242,544,156,173,100,80,50
14000US08069002803,"Census Tract 28.03, Larimer, CO",105,97,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,10,4,11,0,12,93,100,0,12,0,12,0,12
14000US08071000100,"Census Tract 1, Las Animas, CO",2682,233,0,12,0,12,0,12,7,13,0,12,0,12,0,12,15,23,0,12,19,24,55,49,18,18,121,44,118,70,0,12,788,138,120,59,227,84,534,135,313,90,243,91,85,47,19,15,0,12
14000US08071000200,"Census Tract 2, Las Animas, CO",1262,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,28,0,12,9,11,0,12,0,12,1,4,32,30,230,91,37,29,148,60,231,83,287,84,164,72,61,29,28,29,11,11
14000US08071000300,"Census Tract 3, Las Animas, CO",1615,200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,21,20,1,3,18,16,27,27,12,12,341,94,107,57,105,47,374,103,150,48,263,76,110,58,9,7,74,97
14000US08071000400,"Census Tract 4, Las Animas, CO",1530,223,2,4,0,12,0,12,0,12,0,12,0,12,0,12,21,31,0,12,0,12,2,5,0,12,50,38,42,45,63,68,240,92,91,49,116,71,223,87,310,145,251,99,57,45,49,51,13,20
14000US08071000500,"Census Tract 5, Las Animas, CO",1364,190,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,45,43,0,12,20,21,44,29,30,30,358,96,78,62,23,25,291,78,229,77,162,69,41,32,15,24,12,19
14000US08071000800,"Census Tract 8, Las Animas, CO",2012,315,4,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,16,20,24,15,21,31,23,3,5,32,40,42,39,422,129,303,234,121,35,407,104,175,45,245,59,162,67,18,11,0,12
14000US08073961700,"Census Tract 9617, Lincoln, CO",2909,340,5,8,0,12,0,12,1,3,30,32,0,12,0,12,0,12,0,12,6,11,16,17,31,24,89,71,86,50,13,17,709,131,1180,580,88,61,255,119,166,79,193,112,31,38,10,21,0,12
14000US08073961800,"Census Tract 9618, Lincoln, CO",1292,393,4,4,5,15,0,12,0,12,0,12,0,12,0,12,0,12,1,6,0,12,28,26,8,12,33,26,44,25,18,24,319,92,101,41,88,35,192,76,154,84,203,97,63,28,7,8,24,17
14000US08075965900,"Census Tract 9659, Logan, CO",818,134,3,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,10,19,19,0,12,17,12,1,2,202,62,98,69,52,34,85,33,128,35,147,46,51,32,3,5,0,12
14000US08075966000,"Census Tract 9660, Logan, CO",1522,163,10,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,1,4,0,12,2,3,21,17,36,30,7,6,398,89,115,57,125,60,253,69,282,74,190,57,59,40,5,6,15,14
14000US08075966200,"Census Tract 9662, Logan, CO",2717,472,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,8,12,0,12,17,19,96,88,0,12,679,215,290,145,301,195,623,222,357,129,158,76,157,116,19,28,8,12
14000US08075966300,"Census Tract 9663, Logan, CO",3708,497,42,44,0,17,0,17,0,17,33,40,0,17,0,17,0,17,0,17,0,17,73,64,123,140,77,83,58,45,9,10,965,287,254,157,273,129,562,239,245,94,711,163,252,103,31,32,0,17
14000US08075966400,"Census Tract 9664, Logan, CO",1576,217,0,12,4,5,0,12,0,12,0,12,0,12,0,12,0,12,14,28,0,12,1,4,43,34,49,56,30,49,6,8,357,89,189,87,194,92,214,77,243,60,141,46,83,33,7,9,1,2
14000US08077000200,"Census Tract 2, Mesa, CO",1457,419,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,7,14,18,18,8,14,15,27,276,195,51,38,69,47,399,142,101,64,401,230,67,49,10,15,22,23
14000US08077000300,"Census Tract 3, Mesa, CO",1251,193,0,12,0,12,0,12,0,12,0,12,15,22,0,12,0,12,45,48,0,12,0,12,0,12,107,104,19,26,24,20,150,82,49,35,93,44,189,87,70,40,257,126,161,74,52,30,20,21
14000US08077000400,"Census Tract 4, Mesa, CO",2376,327,19,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,72,45,52,27,30,77,59,42,63,72,60,617,173,176,203,149,67,305,119,208,84,355,124,162,67,69,48,0,12
14000US08077000500,"Census Tract 5, Mesa, CO",1026,176,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,15,0,12,8,12,25,26,1,2,16,19,38,35,331,117,73,30,76,38,154,74,65,44,192,80,26,25,0,12,6,9
14000US08077000601,"Census Tract 6.01, Mesa, CO",3217,613,41,49,0,12,0,12,26,41,0,12,0,12,0,12,0,12,0,12,0,12,64,76,4,9,16,24,109,84,46,44,1002,389,68,53,271,124,621,313,219,136,487,166,122,95,60,45,61,58
14000US08077000602,"Census Tract 6.02, Mesa, CO",2637,305,8,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,110,94,121,96,0,12,632,251,248,133,222,99,299,129,401,160,388,125,138,99,20,28,38,38
14000US08077000700,"Census Tract 7, Mesa, CO",3025,427,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,3,6,31,44,29,36,116,75,128,110,45,47,745,263,216,133,136,76,382,163,167,76,670,179,241,106,75,62,18,25
14000US08077000900,"Census Tract 9, Mesa, CO",2691,435,31,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,8,14,24,23,42,52,252,265,473,193,114,62,178,95,509,211,244,125,573,136,164,80,51,51,27,33
14000US08077001001,"Census Tract 10.01, Mesa, CO",3900,662,0,12,0,12,0,12,0,12,4,9,0,12,0,12,0,12,0,12,0,12,35,56,0,12,12,16,72,71,28,31,928,270,113,85,351,178,644,195,237,114,838,184,346,162,229,135,63,56
14000US08077001002,"Census Tract 10.02, Mesa, CO",5152,629,28,40,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4,10,55,82,94,85,204,189,115,94,614,182,202,119,196,96,868,343,275,108,1640,411,549,209,132,62,176,78
14000US08077001102,"Census Tract 11.02, Mesa, CO",3290,314,16,52,0,12,13,20,0,12,0,12,0,12,11,19,9,14,0,12,13,24,11,18,26,24,46,40,55,47,49,29,921,185,166,79,197,79,569,170,339,121,547,194,254,97,39,28,9,15
14000US08077001200,"Census Tract 12, Mesa, CO",1794,282,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,13,17,0,12,29,46,69,75,10,11,337,94,86,38,118,64,336,114,220,127,370,108,136,49,40,30,22,19
14000US08077001302,"Census Tract 13.02, Mesa, CO",3996,694,31,35,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,38,0,17,0,17,14,22,66,51,71,55,49,36,960,236,211,108,475,181,666,200,334,117,875,316,194,143,0,17,21,25
14000US08077001402,"Census Tract 14.02, Mesa, CO",4055,326,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,27,0,17,0,17,19,30,75,53,539,167,98,99,311,124,641,193,348,173,1256,242,566,167,100,77,84,62
14000US08077001403,"Census Tract 14.03, Mesa, CO",2784,419,12,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,42,32,42,14,21,21,25,322,123,92,58,162,76,348,131,377,179,947,281,262,119,97,69,69,54
14000US08077001404,"Census Tract 14.04, Mesa, CO",3843,396,10,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,66,27,48,390,147,61,46,199,85,556,140,352,163,1343,260,450,150,269,130,129,104
14000US08077001502,"Census Tract 15.02, Mesa, CO",5180,486,0,17,0,17,0,17,0,17,0,17,31,46,0,17,0,17,31,47,0,17,25,39,60,70,213,143,29,35,88,89,1465,401,186,102,518,202,780,242,417,187,933,261,224,106,52,46,128,77
14000US08077001600,"Census Tract 16, Mesa, CO",3099,451,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,145,225,7,12,30,35,34,38,75,52,437,138,52,41,265,118,509,161,421,156,735,194,301,104,71,40,17,18
14000US08077001702,"Census Tract 17.02, Mesa, CO",3718,514,0,12,0,12,0,12,3,7,0,12,0,12,0,12,0,12,23,29,0,12,31,38,85,78,167,127,49,42,41,26,842,224,194,72,240,89,770,181,264,142,609,310,319,103,19,31,62,41
14000US08077001703,"Census Tract 17.03, Mesa, CO",3184,377,125,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,15,0,12,7,12,23,29,37,35,1029,218,163,78,198,74,648,171,319,123,438,145,142,58,32,27,12,19
14000US08077001705,"Census Tract 17.05, Mesa, CO",3780,624,37,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,28,44,0,17,0,17,48,73,195,224,245,159,165,125,978,328,112,63,280,136,1033,432,374,155,208,116,53,56,13,22,11,18
14000US08077001706,"Census Tract 17.06, Mesa, CO",3534,628,60,82,0,17,0,17,0,17,0,17,0,17,0,17,0,17,34,53,162,225,31,35,43,56,55,71,99,120,122,84,839,238,379,160,469,222,643,257,223,135,329,180,46,43,0,17,0,17
14000US08077001707,"Census Tract 17.07, Mesa, CO",4253,615,18,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,17,27,0,17,29,48,81,64,185,141,1193,293,432,211,536,256,653,256,352,150,386,183,295,172,30,33,46,42
14000US08077001800,"Census Tract 18, Mesa, CO",2176,318,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,15,10,7,8,31,18,60,37,42,30,626,148,140,126,199,44,396,87,127,43,349,93,107,42,31,20,42,34
14000US08077001900,"Census Tract 19, Mesa, CO",4329,612,14,22,0,17,0,17,0,17,0,17,0,17,1,3,1,2,0,17,0,17,39,61,35,32,0,17,77,74,80,62,1049,336,101,67,329,123,961,305,310,126,795,240,427,158,57,45,53,42
14000US08079973600,"Census Tract 9736, Mineral, CO",700,124,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,5,5,0,12,3,3,104,66,14,17,14,11,134,52,41,21,252,79,64,29,15,9,48,62
14000US08081000300,"Census Tract 3, Moffat, CO",2026,237,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,32,31,39,42,0,12,9,14,709,196,90,72,138,50,245,79,255,97,327,130,145,70,7,11,0,12
14000US08081000400,"Census Tract 4, Moffat, CO",3023,285,0,12,0,12,0,12,0,12,0,12,0,12,70,71,0,12,0,12,0,12,8,15,270,89,25,29,32,31,42,45,997,218,264,130,271,111,218,92,234,100,445,175,123,75,24,30,0,12
14000US08081000500,"Census Tract 5, Moffat, CO",2972,277,49,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,18,16,17,20,24,112,71,44,38,860,219,193,96,164,79,556,166,335,119,387,118,86,53,39,37,97,74
14000US08081000600,"Census Tract 6, Moffat, CO",806,147,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,5,14,23,27,47,36,0,12,203,60,62,44,79,36,120,57,49,27,140,83,75,62,0,12,0,12
14000US08083941100,"Census Tract 9411, Montezuma, CO",1084,360,5,9,0,12,0,12,0,12,8,13,0,12,0,12,0,12,4,7,0,12,5,7,16,18,37,24,47,32,11,16,697,314,16,21,66,39,96,61,12,13,45,36,9,10,0,12,10,17
14000US08083969000,"Census Tract 9690, Montezuma, CO",2594,327,40,36,7,12,0,12,0,12,0,12,0,12,13,25,9,15,35,40,0,12,0,12,27,39,62,61,39,40,45,28,718,216,41,25,133,67,391,129,203,66,523,160,216,98,59,47,33,25
14000US08083969100,"Census Tract 9691, Montezuma, CO",2641,326,86,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,17,10,12,15,18,19,19,11,17,485,152,39,34,80,45,268,92,403,122,725,195,299,102,64,52,124,124
14000US08083969200,"Census Tract 9692, Montezuma, CO",2061,276,23,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,47,18,24,167,123,31,37,73,52,372,97,48,38,122,75,514,116,188,137,299,114,128,67,29,21,9,15
14000US08083969400,"Census Tract 9694, Montezuma, CO",2560,254,51,54,0,12,0,12,0,12,0,12,0,12,17,21,0,12,0,12,0,12,9,14,0,12,24,27,47,52,3,7,848,177,73,39,124,62,503,156,269,133,409,153,159,79,0,12,24,21
14000US08083969600,"Census Tract 9696, Montezuma, CO",3499,555,33,45,0,12,0,12,0,12,0,12,14,26,0,12,0,12,8,15,10,16,0,12,24,27,92,69,114,113,64,57,1075,260,257,144,247,88,780,251,115,91,401,150,216,77,16,19,33,24
14000US08085966100,"Census Tract 9661, Montrose, CO",1827,210,4,8,5,7,0,12,0,12,0,12,0,12,0,12,0,12,6,10,8,7,30,22,10,11,16,14,51,29,5,8,667,143,101,44,156,107,310,84,109,42,259,99,68,25,22,24,0,12
14000US08085966201,"Census Tract 9662.01, Montrose, CO",1803,221,19,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,9,14,11,12,18,21,20,19,657,171,113,57,110,52,231,112,207,92,256,83,125,69,18,19,0,12
14000US08085966202,"Census Tract 9662.02, Montrose, CO",3029,454,75,48,0,12,0,12,10,17,0,12,8,13,0,12,0,12,60,63,144,194,36,32,26,23,70,43,159,88,37,30,1122,303,198,92,183,85,455,136,123,61,223,75,76,51,24,22,0,12
14000US08085966501,"Census Tract 9665.01, Montrose, CO",2494,383,62,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,24,37,0,12,694,192,149,98,135,53,493,130,153,81,477,153,216,100,23,20,55,63
14000US08085966502,"Census Tract 9665.02, Montrose, CO",3124,426,42,50,0,12,0,12,0,12,0,12,0,12,42,65,0,12,0,12,0,12,0,12,14,26,32,36,9,14,9,14,707,183,84,100,404,198,571,155,307,209,501,107,265,100,82,54,55,36
14000US08085966503,"Census Tract 9665.03, Montrose, CO",2462,266,38,42,0,12,0,12,0,12,0,12,0,12,0,12,1,7,17,19,0,12,43,57,27,23,3,6,72,49,64,61,706,196,126,58,246,98,375,140,168,63,427,129,115,73,20,21,14,17
14000US08085966601,"Census Tract 9666.01, Montrose, CO",3676,382,34,43,0,17,0,17,0,17,0,17,14,23,30,39,31,38,111,115,85,118,28,34,17,19,238,87,70,53,21,25,1003,261,83,48,298,150,744,252,110,71,586,203,130,59,32,25,11,17
14000US08085966602,"Census Tract 9666.02, Montrose, CO",3314,246,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,56,0,12,0,12,13,17,24,21,9,13,15,26,708,147,120,69,303,104,537,159,262,122,853,153,322,95,58,35,56,51
14000US08087000100,"Census Tract 1, Morgan, CO",2029,217,13,16,0,12,0,12,0,12,0,12,12,16,0,12,0,12,0,12,0,12,6,7,20,25,36,34,17,12,42,34,612,119,78,37,141,42,440,116,199,55,284,84,56,30,67,52,6,8
14000US08087000200,"Census Tract 2, Morgan, CO",1943,261,39,40,0,12,0,12,0,12,0,12,0,12,0,12,9,14,29,46,0,12,4,6,13,12,12,10,103,82,49,36,559,102,57,52,136,46,279,78,228,76,297,118,102,33,5,7,22,25
14000US08087000300,"Census Tract 3, Morgan, CO",1396,222,16,19,0,12,0,12,0,12,0,12,12,14,0,12,0,12,19,21,2,3,60,45,32,23,34,31,46,60,18,12,534,140,84,32,55,27,269,131,141,57,42,28,29,21,3,8,0,12
14000US08087000400,"Census Tract 4, Morgan, CO",2753,412,24,42,0,12,0,12,0,12,0,12,31,33,0,12,15,24,51,65,107,113,31,28,120,114,46,38,64,57,162,102,709,265,174,96,185,88,278,104,185,86,413,188,119,60,39,52,0,12
14000US08087000500,"Census Tract 5, Morgan, CO",1841,339,95,63,0,12,0,12,0,12,13,24,38,46,18,22,0,12,0,12,0,12,16,35,31,34,97,87,15,15,20,26,489,184,141,74,60,28,410,173,161,63,138,64,71,44,16,18,12,18
14000US08087000600,"Census Tract 6, Morgan, CO",3722,431,284,197,0,17,0,17,0,17,35,39,139,105,1,2,55,68,363,214,43,65,200,163,96,89,80,79,0,17,28,30,666,205,127,84,301,140,522,202,300,174,392,161,82,59,8,14,0,17
14000US08087000700,"Census Tract 7, Morgan, CO",3596,294,37,47,0,17,0,17,0,17,0,17,58,79,0,17,0,17,31,51,15,22,54,62,164,113,198,132,144,118,73,80,936,261,211,128,304,149,276,114,386,154,499,182,141,85,45,48,24,37
14000US08087000800,"Census Tract 8, Morgan, CO",1277,171,0,12,0,12,0,12,0,12,0,12,39,62,0,12,2,6,3,5,0,12,17,14,0,12,6,9,13,12,15,14,310,86,74,35,66,26,302,91,139,43,209,81,58,29,18,18,6,7
14000US08089968000,"Census Tract 9680, Otero, CO",1165,181,8,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,2,3,3,4,19,24,6,14,14,11,348,87,65,31,104,32,187,79,147,61,179,80,57,34,19,19,2,4
14000US08089968100,"Census Tract 9681, Otero, CO",1448,219,26,30,0,12,0,12,0,12,0,12,12,22,0,12,11,15,46,60,15,23,65,76,70,53,2,4,73,66,18,22,394,149,62,43,131,77,237,100,135,91,101,69,38,33,0,12,12,19
14000US08089968200,"Census Tract 9682, Otero, CO",1697,221,8,13,0,12,0,12,11,16,0,12,0,12,0,12,0,12,7,12,2,4,0,12,57,65,21,27,7,12,58,40,432,119,105,62,91,51,305,120,234,118,254,98,67,37,8,15,30,24
14000US08089968300,"Census Tract 9683, Otero, CO",2816,279,36,42,0,12,0,12,0,12,0,12,0,12,0,12,10,16,11,20,55,47,32,32,40,51,43,35,70,68,24,32,566,164,187,106,194,92,382,132,477,140,407,127,175,88,74,81,33,35
14000US08089968400,"Census Tract 9684, Otero, CO",841,139,7,7,0,12,0,12,0,12,2,3,2,3,1,3,3,4,4,6,0,12,6,8,0,12,5,5,21,13,9,11,245,90,29,16,68,36,139,60,101,46,157,81,36,24,6,6,0,12
14000US08089968500,"Census Tract 9685, Otero, CO",1167,140,17,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,3,4,15,14,0,12,4,6,5,7,8,8,236,47,27,13,114,45,239,61,249,111,141,45,85,40,10,10,8,10
14000US08089968600,"Census Tract 9686, Otero, CO",3072,272,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,88,72,31,47,74,66,60,53,46,60,25,31,0,12,872,225,296,156,163,78,570,219,238,143,350,122,224,113,0,12,35,51
14000US08093000200,"Census Tract 2, Park, CO",3292,434,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,92,8,14,0,12,69,57,680,190,106,81,215,90,678,240,365,149,833,214,127,66,40,33,99,103
14000US08093000300,"Census Tract 3, Park, CO",2213,403,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,28,37,38,0,12,495,191,51,48,94,56,422,152,396,246,470,189,108,71,58,51,47,64
14000US08093000400,"Census Tract 4, Park, CO",973,232,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,304,141,0,12,67,48,253,133,39,41,189,108,106,81,0,12,15,24
14000US08093000500,"Census Tract 5, Park, CO",2721,464,31,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,34,6,9,5,8,500,171,151,156,112,51,704,330,308,129,462,158,371,275,32,27,14,21
14000US08095967600,"Census Tract 9676, Phillips, CO",1996,183,4,7,0,12,0,12,0,12,0,12,0,12,0,12,10,17,89,91,34,44,0,12,137,92,0,12,6,10,34,35,547,188,88,44,83,31,266,100,205,84,327,112,73,39,85,69,8,11
14000US08095967700,"Census Tract 9677, Phillips, CO",808,106,14,14,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,1,2,4,7,7,13,3,5,173,44,42,28,31,14,185,52,126,48,162,50,42,18,13,10,4,5
14000US08097000402,"Census Tract 4.02, Pitkin, CO",1600,283,9,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,52,0,12,0,12,0,12,0,12,70,95,192,106,63,70,9,16,96,79,132,94,698,143,236,86,6,9,60,62
14000US08097000500,"Census Tract 5, Pitkin, CO",2182,422,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,6,10,0,12,0,12,149,101,7,12,130,145,576,292,101,67,831,238,230,117,82,82,64,86
14000US08099000100,"Census Tract 1, Prowers, CO",877,118,0,12,0,12,0,12,0,12,0,12,2,4,0,12,4,5,1,3,21,22,0,12,7,11,6,8,0,12,0,12,135,47,31,18,47,23,158,52,220,59,193,64,46,24,6,9,0,12
14000US08099000200,"Census Tract 2, Prowers, CO",1522,199,6,9,0,12,0,12,0,12,6,10,0,12,0,12,0,12,94,95,22,29,72,48,63,45,61,79,24,26,68,50,432,112,62,52,67,44,298,108,148,81,57,44,22,20,8,14,12,23
14000US08099000300,"Census Tract 3, Prowers, CO",2926,208,26,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,111,0,12,122,83,116,85,32,51,0,12,74,68,443,185,185,106,188,94,582,157,230,89,381,143,338,159,67,74,18,31
14000US08099000600,"Census Tract 6, Prowers, CO",990,133,0,12,0,12,0,12,0,12,6,8,6,8,2,4,10,14,35,22,100,68,21,18,0,12,25,22,25,23,5,7,238,64,46,24,109,59,149,67,92,36,111,43,10,18,0,12,0,12
